table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_personnel_functions_headcount,field_all_personnel_functions_ftes,field_researchers_headcount,field_researchers_ftes,field_r_d_technicians_headcount,field_r_d_technicians_ftes,field_r_d_support_staff_headcount,field_r_d_support_staff_ftes
12726,r326,United States -> Massachusetts -> Private -> New England C. of Optometry,United States,Massachusetts,Private,New England C. of Optometry,4,"['104', 'i']","['70.1', 'i']","['36', 'i']","['25.3', 'i']","['31', 'i']","['19.5', 'i']","['37', 'i']","['25.3', 'i']"
12726,r327,United States -> Massachusetts -> Private -> Northeastern U.,United States,Massachusetts,Private,Northeastern U.,4,"['2,930', '']","['1,818.9', '']","['535', '']","['505.8', '']","['1,068', '']","['331.7', '']","['1,327', '']","['981.4', '']"
12726,r328,United States -> Massachusetts -> Private -> Smith C.,United States,Massachusetts,Private,Smith C.,4,"['318', '']","['39.3', '']","['54', '']","['9.5', '']","['264', '']","['29.8', '']","['0', '']","['0.0', '']"
12726,r329,United States -> Massachusetts -> Private -> Suffolk U.,United States,Massachusetts,Private,Suffolk U.,4,"['23', '']","['10.8', '']","['8', '']","['2.8', '']","['3', '']","['1.0', '']","['12', '']","['7.0', '']"
12726,r330,United States -> Massachusetts -> Private -> Tufts U.,United States,Massachusetts,Private,Tufts U.,4,"['3,834', '']","['949.1', '']","['897', '']","['316.0', '']","['279', '']","['163.5', '']","['2,658', '']","['469.6', '']"
12726,r331,United States -> Massachusetts -> Private -> Wellesley C.,United States,Massachusetts,Private,Wellesley C.,4,"['361', '']","['247.4', 'i']","['76', '']","['53.6', 'i']","['5', '']","['3.2', 'i']","['280', '']","['190.6', 'i']"
12726,r332,United States -> Massachusetts -> Private -> Western New England U.,United States,Massachusetts,Private,Western New England U.,4,"['42', '']","['6.3', '']","['16', '']","['2.0', '']","['3', '']","['2.5', '']","['23', '']","['1.8', '']"
12726,r333,United States -> Massachusetts -> Private -> Williams C.,United States,Massachusetts,Private,Williams C.,4,"['170', 'i']","['116.0', 'i']","['99', 'i']","['69.5', 'i']","['42', 'i']","['26.7', 'i']","['29', 'i']","['19.8', 'i']"
12726,r334,United States -> Massachusetts -> Private -> Woods Hole Oceanographic Institution,United States,Massachusetts,Private,Woods Hole Oceanographic Institution,4,"['937', '']","['448.4', '']","['306', '']","['205.6', '']","['567', '']","['227.7', '']","['64', '']","['15.1', '']"
12726,r335,United States -> Massachusetts -> Private -> Worcester Polytechnic Institute,United States,Massachusetts,Private,Worcester Polytechnic Institute,4,"['980', '']","['304.0', '']","['321', '']","['152.0', '']","['622', '']","['136.0', '']","['37', '']","['16.0', '']"
12726,r336,United States -> Michigan,United States,Michigan,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r337,United States -> Michigan -> Public,United States,Michigan,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r338,United States -> Michigan -> Public -> Central Michigan U.,United States,Michigan,Public,Central Michigan U.,4,"['547', '']","['230.9', 'i']","['230', '']","['104.8', 'i']","['309', '']","['123.4', 'i']","['8', '']","['2.7', 'i']"
12726,r339,United States -> Michigan -> Public -> Eastern Michigan U.,United States,Michigan,Public,Eastern Michigan U.,4,"['211', '']","['74.1', 'i']","['33', '']","['15.0', 'i']","['0', '']","['0.0', '']","['178', '']","['59.1', 'i']"
12726,r340,United States -> Michigan -> Public -> Ferris State U.,United States,Michigan,Public,Ferris State U.,4,"['89', '']","['10.3', '']","['89', '']","['10.3', '']","['0', '']","['0.0', '']","['0', '']","['0.0', '']"
12726,r341,United States -> Michigan -> Public -> Grand Valley State U.,United States,Michigan,Public,Grand Valley State U.,4,"['93', '']","['42.4', 'i']","['93', '']","['42.4', 'i']","['NA', '']","['NA', '']","['NA', '']","['NA', '']"
12726,r342,United States -> Michigan -> Public -> Lake Superior State U.,United States,Michigan,Public,Lake Superior State U.,4,"['99', '']","['7.8', '']","['14', '']","['3.5', '']","['11', '']","['2.8', '']","['74', '']","['1.5', '']"
12726,r343,United States -> Michigan -> Public -> Michigan State U.,United States,Michigan,Public,Michigan State U.,4,"['8,342', '']","['3,313.5', '']","['2,312', '']","['936.2', '']","['3,092', '']","['1,339.2', '']","['2,938', '']","['1,038.1', '']"
12726,r344,United States -> Michigan -> Public -> Michigan Technological U.,United States,Michigan,Public,Michigan Technological U.,4,"['1,493', '']","['728.8', 'i']","['309', '']","['140.8', 'i']","['1,156', '']","['578.7', 'i']","['28', '']","['9.3', 'i']"
12726,r345,United States -> Michigan -> Public -> Northern Michigan U.,United States,Michigan,Public,Northern Michigan U.,4,"['118', '']","['17.0', '']","['45', '']","['9.0', '']","['73', '']","['8.0', '']","['0', '']","['0.0', '']"
12726,r346,United States -> Michigan -> Public -> Oakland U.,United States,Michigan,Public,Oakland U.,4,"['489', '']","['137.4', '']","['136', '']","['28.4', '']","['353', '']","['109.0', '']","['NA', '']","['NA', '']"
12726,r347,United States -> Michigan -> Public -> Saginaw Valley State U.,United States,Michigan,Public,Saginaw Valley State U.,4,"['209', 'i']","['93.4', 'i']","['105', 'i']","['47.6', 'i']","['66', 'i']","['33.1', 'i']","['38', 'i']","['12.7', 'i']"
12726,r348,"United States -> Michigan -> Public -> U. Michigan, Ann Arbor",United States,Michigan,Public,"U. Michigan, Ann Arbor",4,"['23,779', '']","['8,960.2', '']","['8,341', '']","['4,573.1', '']","['10,981', '']","['2,721.0', '']","['4,457', '']","['1,666.1', '']"
12726,r349,"United States -> Michigan -> Public -> U. Michigan, Dearborn",United States,Michigan,Public,"U. Michigan, Dearborn",4,"['447', '']","['72.4', '']","['114', '']","['21.5', '']","['319', '']","['47.6', '']","['14', '']","['3.3', '']"
12726,r350,United States -> Michigan -> Public -> Wayne State U.,United States,Michigan,Public,Wayne State U.,4,"['2,889', '']","['2,057.1', '']","['811', '']","['655.7', '']","['1,336', '']","['1,060.9', '']","['742', '']","['340.5', '']"
12726,r351,United States -> Michigan -> Public -> Western Michigan U. and Homer Stryker M.D. School of Medicine,United States,Michigan,Public,Western Michigan U. and Homer Stryker M.D. School of Medicine,4,"['729', 'i']","['202.4', 'i']","['222', 'i']","['90.3', 'i']","['74', 'i']","['34.8', 'i']","['433', 'i']","['77.3', 'i']"
12726,r352,United States -> Michigan -> Private,United States,Michigan,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r353,United States -> Michigan -> Private -> Albion C.,United States,Michigan,Private,Albion C.,4,"['4', '']","['1.5', '']","['4', '']","['1.5', '']","['0', '']","['0.0', '']","['0', '']","['0.0', '']"
12726,r354,United States -> Michigan -> Private -> Andrews U.,United States,Michigan,Private,Andrews U.,4,"['112', '']","['14.0', '']","['15', '']","['5.6', '']","['93', '']","['6.8', '']","['4', '']","['1.6', '']"
12726,r355,United States -> Michigan -> Private -> Calvin U.,United States,Michigan,Private,Calvin U.,4,"['121', '']","['21.9', '']","['62', '']","['8.0', '']","['54', '']","['13.0', '']","['5', '']","['0.9', '']"
12726,r356,United States -> Michigan -> Private -> Hope C.,United States,Michigan,Private,Hope C.,4,"['608', '']","['401.5', 'i']","['108', '']","['76.1', 'i']","['360', '']","['230.1', 'i']","['140', '']","['95.3', 'i']"
12726,r357,United States -> Michigan -> Private -> Lawrence Technological U.,United States,Michigan,Private,Lawrence Technological U.,4,"['53', '']","['8.2', '']","['24', '']","['2.4', '']","['0', '']","['0.0', '']","['29', '']","['5.8', '']"
12726,r358,United States -> Michigan -> Private -> U. Detroit Mercy,United States,Michigan,Private,U. Detroit Mercy,4,"['176', 'i']","['121.3', 'i']","['114', 'i']","['80.4', 'i']","['34', 'i']","['21.5', 'i']","['28', 'i']","['19.4', 'i']"
12726,r359,United States -> Michigan -> Private -> Van Andel Research Institute,United States,Michigan,Private,Van Andel Research Institute,4,"['316', '']","['316.0', '']","['74', '']","['74.0', '']","['117', '']","['117.0', '']","['125', '']","['125.0', '']"
12726,r360,United States -> Minnesota,United States,Minnesota,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r361,United States -> Minnesota -> Public,United States,Minnesota,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r362,"United States -> Minnesota -> Public -> Minnesota State U., Mankato",United States,Minnesota,Public,"Minnesota State U., Mankato",4,"['337', 'i']","['142.4', 'i']","['88', 'i']","['39.9', 'i']","['118', 'i']","['58.9', 'i']","['131', 'i']","['43.6', 'i']"
12726,r363,United States -> Minnesota -> Public -> St. Cloud State U.,United States,Minnesota,Public,St. Cloud State U.,4,"['163', '']","['16.8', '']","['44', '']","['5.6', '']","['13', '']","['5.5', '']","['106', '']","['5.7', '']"
12726,r364,"United States -> Minnesota -> Public -> U. Minnesota, Duluth",United States,Minnesota,Public,"U. Minnesota, Duluth",4,"['447', '']","['102.8', '']","['173', '']","['39.7', '']","['20', '']","['1.5', '']","['254', '']","['61.6', '']"
12726,r365,"United States -> Minnesota -> Public -> U. Minnesota, Twin Cities",United States,Minnesota,Public,"U. Minnesota, Twin Cities",4,"['12,297', '']","['1,880.1', '']","['4,769', '']","['765.1', '']","['1,172', '']","['111.0', '']","['6,356', '']","['1,004.0', '']"
12726,r366,United States -> Minnesota -> Private,United States,Minnesota,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r367,United States -> Minnesota -> Private -> C. of Saint Benedict,United States,Minnesota,Private,C. of Saint Benedict,4,"['130', 'i']","['88.5', 'i']","['62', 'i']","['43.7', 'i']","['40', 'i']","['25.6', 'i']","['28', 'i']","['19.2', 'i']"
12726,r368,United States -> Minnesota -> Private -> Carleton C.,United States,Minnesota,Private,Carleton C.,4,"['330', 'i']","['224.4', 'i']","['128', 'i']","['90.2', 'i']","['92', 'i']","['59.1', 'i']","['110', 'i']","['75.1', 'i']"
12726,r369,United States -> Minnesota -> Private -> Gustavus Adolphus C.,United States,Minnesota,Private,Gustavus Adolphus C.,4,"['97', '']","['14.3', '']","['42', '']","['4.0', '']","['4', '']","['2.9', '']","['51', '']","['7.4', '']"
12726,r370,United States -> Minnesota -> Private -> Macalester C.,United States,Minnesota,Private,Macalester C.,4,"['33', '']","['8.0', '']","['33', '']","['8.0', '']","['0', '']","['0.0', '']","['0', '']","['0.0', '']"
12726,r371,United States -> Minnesota -> Private -> Saint John's U.,United States,Minnesota,Private,Saint John's U.,4,"['135', 'i']","['91.8', 'i']","['64', 'i']","['45.3', 'i']","['42', 'i']","['26.6', 'i']","['29', 'i']","['19.9', 'i']"
12726,r372,United States -> Minnesota -> Private -> St. Olaf C.,United States,Minnesota,Private,St. Olaf C.,4,"['185', '']","['32.6', '']","['54', '']","['8.9', '']","['131', '']","['23.7', '']","['0', '']","['0.0', '']"
12726,r373,United States -> Minnesota -> Private -> U. of St. Thomas (MN),United States,Minnesota,Private,U. of St. Thomas (MN),4,"['320', '']","['15.4', '']","['38', '']","['1.0', '']","['227', '']","['10.5', '']","['55', '']","['3.9', '']"
12726,r374,United States -> Mississippi,United States,Mississippi,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r375,United States -> Mississippi -> Public,United States,Mississippi,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r376,United States -> Mississippi -> Public -> Alcorn State U.,United States,Mississippi,Public,Alcorn State U.,4,"['307', 'i']","['129.6', 'i']","['115', 'i']","['52.2', 'i']","['83', 'i']","['41.3', 'i']","['109', 'i']","['36.1', 'i']"
12726,r377,United States -> Mississippi -> Public -> Jackson State U.,United States,Mississippi,Public,Jackson State U.,4,"['229', '']","['104.2', '']","['111', '']","['51.8', '']","['2', '']","['1.3', '']","['116', '']","['51.1', '']"
12726,r378,United States -> Mississippi -> Public -> Mississippi State U.,United States,Mississippi,Public,Mississippi State U.,4,"['4,274', '']","['2,792.7', '']","['1,267', '']","['762.5', '']","['2,740', '']","['1,837.3', '']","['267', '']","['192.9', '']"
12726,r379,United States -> Mississippi -> Public -> U. Mississippi,United States,Mississippi,Public,U. Mississippi,4,"['3,343', '']","['1,770.7', '']","['1,679', '']","['795.1', '']","['361', '']","['266.5', '']","['1,303', '']","['709.1', '']"
12726,r380,United States -> Mississippi -> Public -> U. Southern Mississippi,United States,Mississippi,Public,U. Southern Mississippi,4,"['198', '']","['192.9', '']","['90', '']","['89.5', '']","['64', '']","['60.4', '']","['44', '']","['43.0', '']"
12726,r381,United States -> Mississippi -> Private,United States,Mississippi,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r382,United States -> Mississippi -> Private -> Tougaloo C.,United States,Mississippi,Private,Tougaloo C.,4,"['138', 'i']","['92.9', 'i']","['44', 'i']","['30.9', 'i']","['47', 'i']","['30.2', 'i']","['47', 'i']","['31.8', 'i']"
12726,r383,United States -> Missouri,United States,Missouri,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r384,United States -> Missouri -> Public,United States,Missouri,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r385,"United States -> Missouri -> Public -> Lincoln U., Jefferson City",United States,Missouri,Public,"Lincoln U., Jefferson City",4,"['190', '']","['74.2', 'i']","['48', '']","['21.9', 'i']","['31', '']","['15.5', 'i']","['111', '']","['36.8', 'i']"
12726,r386,United States -> Missouri -> Public -> Missouri State U.,United States,Missouri,Public,Missouri State U.,4,"['1,052', '']","['411.5', 'i']","['84', '']","['38.3', 'i']","['308', '']","['154.2', 'i']","['660', '']","['219.0', 'i']"
12726,r387,United States -> Missouri -> Public -> Missouri U. of Science and Technology,United States,Missouri,Public,Missouri U. of Science and Technology,4,"['1,072', '']","['582.8', '']","['231', '']","['214.1', '']","['755', '']","['337.9', '']","['86', '']","['30.8', '']"
12726,r388,"United States -> Missouri -> Public -> U. Missouri, Columbia",United States,Missouri,Public,"U. Missouri, Columbia",4,"['5,554', '']","['3,934.3', '']","['1,194', '']","['1,124.6', '']","['3,240', '']","['2,063.8', '']","['1,120', '']","['745.9', '']"
12726,r389,"United States -> Missouri -> Public -> U. Missouri, Kansas City",United States,Missouri,Public,"U. Missouri, Kansas City",4,"['817', '']","['565.0', '']","['226', '']","['211.3', '']","['463', '']","['269.2', '']","['128', '']","['84.5', '']"
12726,r390,"United States -> Missouri -> Public -> U. Missouri, Saint Louis",United States,Missouri,Public,"U. Missouri, Saint Louis",4,"['368', '']","['274.1', '']","['105', '']","['94.6', '']","['174', '']","['106.9', '']","['89', '']","['72.6', '']"
12726,r391,United States -> Missouri -> Private,United States,Missouri,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r392,United States -> Missouri -> Private -> Saint Louis U.,United States,Missouri,Private,Saint Louis U.,4,"['1,117', '']","['768.3', 'i']","['774', '']","['545.6', 'i']","['76', '']","['40.9', 'i']","['267', '']","['181.8', 'i']"
12726,r393,United States -> Missouri -> Private -> U. of Health Sciences and Pharmacy in St. Louis,United States,Missouri,Private,U. of Health Sciences and Pharmacy in St. Louis,4,"['36', '']","['24.5', '']","['29', '']","['17.7', '']","['7', '']","['6.8', '']","['0', '']","['0.0', '']"
12726,r394,"United States -> Missouri -> Private -> Washington U., Saint Louis",United States,Missouri,Private,"Washington U., Saint Louis",4,"['5,808', '']","['3,231.5', '']","['1,745', '']","['753.3', '']","['3,575', '']","['2,170.9', '']","['488', '']","['307.3', '']"
12726,r395,United States -> Montana,United States,Montana,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r396,United States -> Montana -> Public,United States,Montana,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r397,"United States -> Montana -> Public -> Montana State U., Bozeman",United States,Montana,Public,"Montana State U., Bozeman",4,"['1,210', '']","['710.3', '']","['520', '']","['285.9', '']","['606', '']","['358.7', '']","['84', '']","['65.7', '']"
