table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10160,r280,Maryland -> Public,Maryland,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r281,Maryland -> Public -> Bowie State U.,Maryland,Public,Bowie State U.,3,"['ne', '']","['1,910', '']","['1,739', '']","['1,422', '']","['1,761', '']","['1,497', '']","['1,927', '']","['1,813', '']","['1,839', '']","['1,911', '']","['1,967', '']","['1,398', '']","['3,351', '']"
10160,r282,Maryland -> Public -> Morgan State U.,Maryland,Public,Morgan State U.,3,"['12,804', '']","['12,803', '']","['17,751', '']","['15,475', '']","['15,720', '']","['13,577', '']","['15,727', '']","['14,978', '']","['12,993', '']","['13,253', '']","['17,193', '']","['20,628', '']","['29,482', '']"
10160,r283,Maryland -> Public -> Salisbury U.,Maryland,Public,Salisbury U.,3,"['3,503', '']","['1,852', '']","['6,891', '']","['6,959', '']","['7,923', '']","['7,960', '']","['8,473', '']","['7,731', '']","['9,119', '']","['9,368', '']","['9,496', '']","['10,552', '']","['10,614', '']"
10160,r284,Maryland -> Public -> Towson U.,Maryland,Public,Towson U.,3,"['3,052', '']","['3,574', '']","['2,599', '']","['2,800', '']","['2,997', '']","['3,153', '']","['2,303', '']","['2,834', '']","['3,194', '']","['3,423', '']","['3,612', '']","['3,794', '']","['8,788', '']"
10160,r285,Maryland -> Public -> U. Baltimore,Maryland,Public,U. Baltimore,3,"['4,229', '']","['5,944', '']","['5,556', '']","['5,448', '']","['4,990', '']","['5,022', '']","['5,798', '']","['6,851', '']","['10,556', '']","['12,451', '']","['15,054', '']","['14,672', '']","['6,646', '']"
10160,r286,Maryland -> Public -> U. Maryland<sup>c</sup>,Maryland,Public,U. Maryland<sup>c</sup>,3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['1,096,600', '']","['1,103,062', '']","['1,142,264', '']","['1,228,550', '']"
10160,r287,Maryland -> Public -> U. Maryland Center for Environmental Science,Maryland,Public,U. Maryland Center for Environmental Science,3,"['42,670', '']","['50,007', '']","['48,224', '']","['53,683', '']","['50,814', '']","['52,235', '']","['54,974', '']","['55,078', '']","['54,136', '']","['56,033', '']","['54,560', '']","['51,201', '']","['53,718', '']"
10160,r288,"Maryland -> Public -> U. Maryland, Baltimore County",Maryland,Public,"U. Maryland, Baltimore County",3,"['87,156', '']","['91,657', '']","['74,993', '']","['71,819', '']","['67,833', '']","['68,688', '']","['70,166', '']","['70,406', '']","['71,481', '']","['80,632', '']","['83,867', '']","['84,418', '']","['110,319', '']"
10160,r289,"Maryland -> Public -> U. Maryland, Eastern Shore",Maryland,Public,"U. Maryland, Eastern Shore",3,"['8,692', '']","['8,664', '']","['7,309', '']","['8,826', '']","['8,982', '']","['9,700', '']","['8,250', '']","['7,403', '']","['4,941', '']","['7,133', '']","['8,092', '']","['8,636', '']","['9,274', '']"
10160,r290,Maryland -> Public -> U.S. Naval Academy,Maryland,Public,U.S. Naval Academy,3,"['11,093', '']","['10,543', '']","['9,610', '']","['10,816', '']","['10,861', '']","['9,609', '']","['11,374', '']","['13,541', '']","['14,057', '']","['13,621', '']","['13,123', '']","['10,818', '']","['10,664', '']"
10160,r291,Maryland -> Public -> Uniformed Services U. of the Health Sciences,Maryland,Public,Uniformed Services U. of the Health Sciences,3,"['134,126', '']","['175,365', '']","['143,250', '']","['164,232', '']","['262,489', '']","['361,173', '']","['256,203', '']","['298,370', '']","['308,326', '']","['417,300', '']","['324,510', '']","['384,490', '']","['277,240', '']"
10160,r292,Maryland -> Private,Maryland,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r293,Maryland -> Private -> Johns Hopkins U.<sup>d</sup>,Maryland,Private,Johns Hopkins U.<sup>d</sup>,3,"['2,004,482', '']","['2,145,308', '']","['2,106,185', '']","['2,168,568', '']","['2,242,478', '']","['2,305,679', '']","['2,431,180', '']","['2,562,307', '']","['2,661,033', '']","['2,917,436', '']","['3,110,494', '']","['3,181,385', '']","['3,420,312', '']"
10160,r294,Massachusetts,Massachusetts,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r295,Massachusetts -> Public,Massachusetts,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r296,Massachusetts -> Public -> Framingham State U.,Massachusetts,Public,Framingham State U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,901', '']","['164', '']","['ne', '']","['2,317', '']","['2,401', 'i']","['2,830', 'i']"
10160,r297,"Massachusetts -> Public -> U. Massachusetts, Amherst",Massachusetts,Public,"U. Massachusetts, Amherst",3,"['169,141', '']","['181,297', '']","['194,775', '']","['190,739', '']","['200,199', '']","['213,902', '']","['214,576', '']","['210,416', '']","['211,140', '']","['223,177', '']","['219,389', '']","['213,824', '']","['245,158', '']"
10160,r298,"Massachusetts -> Public -> U. Massachusetts, Boston",Massachusetts,Public,"U. Massachusetts, Boston",3,"['56,416', '']","['57,040', '']","['60,086', '']","['60,380', '']","['61,186', '']","['62,374', '']","['64,223', '']","['70,019', '']","['61,473', '']","['62,018', '']","['64,219', '']","['63,723', '']","['65,215', '']"
10160,r299,"Massachusetts -> Public -> U. Massachusetts, Dartmouth",Massachusetts,Public,"U. Massachusetts, Dartmouth",3,"['25,725', '']","['25,644', '']","['22,732', '']","['27,326', '']","['28,219', '']","['26,776', '']","['26,824', '']","['26,102', '']","['26,626', '']","['28,036', '']","['26,836', '']","['28,729', '']","['33,136', '']"
10160,r300,"Massachusetts -> Public -> U. Massachusetts, Lowell",Massachusetts,Public,"U. Massachusetts, Lowell",3,"['59,345', '']","['60,013', '']","['60,624', '']","['63,136', '']","['64,591', '']","['70,384', '']","['68,494', '']","['69,677', '']","['72,266', '']","['83,996', '']","['92,216', '']","['94,708', '']","['111,144', '']"
10160,r301,"Massachusetts -> Public -> U. Massachusetts, Medical School",Massachusetts,Public,"U. Massachusetts, Medical School",3,"['232,039', '']","['262,714', '']","['256,090', '']","['245,923', '']","['241,869', '']","['250,338', '']","['253,099', '']","['279,884', '']","['274,211', '']","['281,507', '']","['279,096', '']","['347,337', '']","['358,204', '']"
10160,r302,Massachusetts -> Private,Massachusetts,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r303,Massachusetts -> Private -> Amherst C.,Massachusetts,Private,Amherst C.,3,"['3,628', '']","['4,623', '']","['5,448', 'i']","['6,275', '']","['4,308', '']","['4,412', '']","['4,260', '']","['4,070', '']","['4,849', '']","['6,325', '']","['4,906', '']","['4,636', '']","['7,177', '']"
10160,r304,Massachusetts -> Private -> Babson C.,Massachusetts,Private,Babson C.,3,"['ne', '']","['696', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['2,108', '']","['1,849', '']","['1,917', '']","['1,845', '']","['2,352', '']","['1,286', '']","['1,825', '']"
10160,r305,Massachusetts -> Private -> Bentley U.,Massachusetts,Private,Bentley U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['562', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,161', '']"
10160,r306,Massachusetts -> Private -> Boston C.,Massachusetts,Private,Boston C.,3,"['50,537', '']","['52,253', '']","['51,442', '']","['50,702', '']","['49,724', '']","['47,761', '']","['54,469', '']","['58,088', '']","['57,030', '']","['61,956', '']","['63,063', '']","['65,156', '']","['68,958', '']"
10160,r307,Massachusetts -> Private -> Boston U.,Massachusetts,Private,Boston U.,3,"['352,817', '']","['355,916', '']","['334,496', '']","['368,281', '']","['367,328', '']","['388,336', '']","['395,921', '']","['421,360', '']","['484,205', '']","['534,205', '']","['583,267', '']","['652,096', '']","['725,402', '']"
10160,r308,Massachusetts -> Private -> Brandeis U.,Massachusetts,Private,Brandeis U.,3,"['71,006', '']","['74,889', '']","['74,660', '']","['76,060', '']","['74,992', '']","['74,700', '']","['73,435', '']","['68,437', '']","['61,639', '']","['60,825', '']","['91,355', '']","['95,001', '']","['102,378', '']"
10160,r309,Massachusetts -> Private -> Clark U.,Massachusetts,Private,Clark U.,3,"['7,111', '']","['6,861', '']","['7,260', '']","['5,693', '']","['6,168', '']","['7,050', '']","['6,970', '']","['8,453', '']","['8,318', '']","['10,193', '']","['10,277', '']","['7,931', '']","['8,813', '']"
10160,r310,Massachusetts -> Private -> Franklin W. Olin C. of Engineering,Massachusetts,Private,Franklin W. Olin C. of Engineering,3,"['ne', '']","['1,016', '']","['1,777', '']","['1,157', '']","['1,561', '']","['2,136', '']","['1,762', '']","['1,553', '']","['1,254', '']","['1,655', '']","['1,404', '']","['1,627', '']","['2,554', '']"
10160,r311,Massachusetts -> Private -> Harvard U.,Massachusetts,Private,Harvard U.,3,"['583,361', '']","['649,774', '']","['799,432', '']","['1,012,766', '']","['933,975', '']","['1,013,753', '']","['1,077,253', '']","['1,123,160', '']","['1,173,371', '']","['1,239,736', '']","['1,239,983', '']","['1,254,008', '']","['1,308,458', '']"
10160,r312,Massachusetts -> Private -> Massachusetts Institute of Technology,Massachusetts,Private,Massachusetts Institute of Technology,3,"['677,138', '']","['723,610', '']","['824,130', '']","['900,524', '']","['908,017', '']","['930,719', '']","['946,159', '']","['952,017', '']","['964,336', '']","['1,009,466', '']","['987,968', '']","['949,076', '']","['989,166', '']"
10160,r313,Massachusetts -> Private -> MGH Institute of Health Professions,Massachusetts,Private,MGH Institute of Health Professions,3,"['ne', '']","['607', '']","['ne', '']","['ne', '']","['ne', '']","['3,931', '']","['2,548', '']","['2,282', '']","['3,328', '']","['4,130', '']","['3,549', '']","['3,037', '']","['5,805', '']"
10160,r314,Massachusetts -> Private -> Mount Holyoke C.,Massachusetts,Private,Mount Holyoke C.,3,"['2,788', '']","['3,317', '']","['3,323', '']","['3,118', '']","['3,871', '']","['3,826', '']","['3,403', '']","['3,635', '']","['3,027', '']","['2,979', '']","['2,016', '']","['2,026', '']","['2,112', '']"
10160,r315,Massachusetts -> Private -> New England C. of Optometry,Massachusetts,Private,New England C. of Optometry,3,"['1,457', '']","['1,751', '']","['2,237', '']","['2,172', '']","['1,234', '']","['1,077', '']","['980', '']","['ne', '']","['1,026', '']","['1,223', '']","['1,150', '']","['1,978', '']","['1,868', '']"
10160,r316,Massachusetts -> Private -> Northeastern U.,Massachusetts,Private,Northeastern U.,3,"['79,949', '']","['86,783', '']","['107,862', '']","['116,088', '']","['116,245', '']","['122,915', '']","['129,040', '']","['142,349', '']","['166,711', '']","['183,998', '']","['200,068', '']","['211,342', '']","['231,607', '']"
10160,r317,Massachusetts -> Private -> Smith C.,Massachusetts,Private,Smith C.,3,"['4,613', '']","['4,529', '']","['4,246', '']","['4,234', '']","['4,283', '']","['5,268', '']","['4,466', '']","['6,055', '']","['5,954', '']","['6,041', '']","['4,685', '']","['4,085', '']","['5,831', '']"
10160,r318,Massachusetts -> Private -> Suffolk U.,Massachusetts,Private,Suffolk U.,3,"['ne', '']","['1,624', '']","['1,303', '']","['1,551', '']","['1,534', '']","['1,305', '']","['1,492', 'i']","['1,679', 'i']","['ne', '']","['ne', '']","['2,106', '']","['2,043', '']","['1,401', '']"
10160,r319,Massachusetts -> Private -> Tufts U.,Massachusetts,Private,Tufts U.,3,"['156,106', '']","['156,395', '']","['160,922', '']","['156,525', '']","['160,825', '']","['168,314', '']","['189,085', '']","['223,409', '']","['213,457', '']","['213,285', '']","['216,241', '']","['224,956', '']","['231,224', '']"
10160,r320,Massachusetts -> Private -> Wellesley C.,Massachusetts,Private,Wellesley C.,3,"['8,422', '']","['7,242', '']","['8,439', '']","['9,113', '']","['10,127', '']","['9,595', '']","['11,664', '']","['10,326', '']","['11,530', '']","['8,810', '']","['8,088', '']","['6,252', '']","['6,326', '']"
10160,r321,Massachusetts -> Private -> Western New England U.,Massachusetts,Private,Western New England U.,3,"['ne', '']","['1,111', '']","['483', '']","['ne', '']","['ne', '']","['ne', '']","['1,291', '']","['610', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['2,052', '']"
10160,r322,Massachusetts -> Private -> Williams C.,Massachusetts,Private,Williams C.,3,"['4,691', '']","['4,513', '']","['4,518', '']","['3,857', '']","['4,440', '']","['5,679', '']","['5,747', '']","['5,227', '']","['5,506', '']","['5,188', '']","['4,924', 'i']","['4,902', 'i']","['5,657', 'i']"
10160,r323,Massachusetts -> Private -> Woods Hole Oceanographic Institution,Massachusetts,Private,Woods Hole Oceanographic Institution,3,"['181,746', '']","['198,775', '']","['204,352', '']","['198,232', '']","['220,016', '']","['216,592', '']","['212,374', '']","['194,088', '']","['204,400', '']","['229,143', '']","['227,573', '']","['262,048', '']","['255,017', '']"
10160,r324,Massachusetts -> Private -> Worcester Polytechnic Institute,Massachusetts,Private,Worcester Polytechnic Institute,3,"['18,613', '']","['22,137', '']","['20,232', '']","['25,298', '']","['29,929', '']","['36,130', '']","['37,822', '']","['33,368', '']","['33,067', '']","['39,878', '']","['43,092', '']","['48,702', '']","['56,904', '']"
10160,r325,Michigan,Michigan,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r326,Michigan -> Public,Michigan,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r327,Michigan -> Public -> Central Michigan U.,Michigan,Public,Central Michigan U.,3,"['7,483', '']","['8,671', '']","['10,907', '']","['12,879', '']","['15,015', '']","['12,880', '']","['14,166', '']","['14,652', '']","['15,616', '']","['17,102', '']","['17,448', '']","['21,726', '']","['25,105', '']"
10160,r328,Michigan -> Public -> Eastern Michigan U.,Michigan,Public,Eastern Michigan U.,3,"['14,133', '']","['11,643', '']","['12,437', '']","['3,128', '']","['1,428', '']","['1,761', '']","['3,815', '']","['6,281', '']","['6,600', '']","['7,175', '']","['9,088', '']","['7,233', '']","['8,025', '']"
10160,r329,Michigan -> Public -> Grand Valley State U.,Michigan,Public,Grand Valley State U.,3,"['5,044', '']","['6,429', 'i']","['7,814', 'i']","['9,202', '']","['8,198', '']","['7,453', '']","['6,764', '']","['6,917', '']","['6,968', '']","['6,592', '']","['6,792', '']","['6,809', '']","['6,695', '']"
10160,r330,Michigan -> Public -> Lake Superior State U.,Michigan,Public,Lake Superior State U.,3,"['ne', '']","['752', '']","['ne', '']","['ne', '']","['ne', '']","['1,170', '']","['1,039', '']","['1,067', '']","['633', '']","['ne', '']","['ne', '']","['ne', '']","['2,056', '']"
10160,r331,Michigan -> Public -> Michigan State U.,Michigan,Public,Michigan State U.,3,"['431,373', '']","['454,248', '']","['507,061', '']","['515,707', '']","['526,906', '']","['558,248', '']","['613,369', '']","['694,917', '']","['715,290', '']","['725,708', '']","['713,197', '']","['710,178', '']","['759,229', '']"
10160,r332,Michigan -> Public -> Michigan Technological U.,Michigan,Public,Michigan Technological U.,3,"['63,471', '']","['70,089', '']","['71,989', '']","['70,689', '']","['68,526', '']","['69,607', '']","['72,536', '']","['71,629', '']","['78,678', '']","['80,443', '']","['77,927', '']","['81,715', '']","['91,084', '']"
10160,r333,Michigan -> Public -> Northern Michigan U.,Michigan,Public,Northern Michigan U.,3,"['910', '']","['841', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,118', '']","['1,339', '']","['1,728', '']","['1,520', '']","['1,523', '']","['1,364', '']","['1,888', '']"
10160,r334,Michigan -> Public -> Oakland U.,Michigan,Public,Oakland U.,3,"['12,856', '']","['15,868', '']","['18,194', '']","['16,767', '']","['15,196', '']","['17,108', '']","['16,001', '']","['14,561', '']","['13,817', '']","['18,002', '']","['12,949', '']","['20,261', '']","['38,061', '']"
10160,r335,Michigan -> Public -> Saginaw Valley State U.,Michigan,Public,Saginaw Valley State U.,3,"['873', '']","['1,249', '']","['1,094', '']","['939', '']","['ne', '']","['1,220', '']","['1,190', '']","['1,406', '']","['1,640', '']","['2,818', '']","['2,343', '']","['2,428', 'i']","['2,862', 'i']"
10160,r336,"Michigan -> Public -> U. Michigan, Ann Arbor",Michigan,Public,"U. Michigan, Ann Arbor",3,"['1,184,445', '']","['1,279,123', '']","['1,322,711', '']","['1,375,117', '']","['1,349,262', '']","['1,369,278', '']","['1,436,448', '']","['1,530,139', '']","['1,600,869', '']","['1,675,805', '']","['1,673,862', '']","['1,639,645', '']","['1,770,708', '']"
10160,r337,"Michigan -> Public -> U. Michigan, Dearborn",Michigan,Public,"U. Michigan, Dearborn",3,"['6,779', '']","['7,554', '']","['6,015', '']","['6,846', '']","['8,176', '']","['7,802', '']","['7,904', '']","['8,315', '']","['8,094', '']","['8,813', '']","['8,777', '']","['7,472', '']","['8,180', '']"
