table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_personnel_functions_personnel,field_all_personnel_functions_ftes,field_researchers_personnel,field_researchers_ftes,field_r_d_technicians_personnel,field_r_d_technicians_ftes,field_r_d_support_staff_personnel,field_r_d_support_staff_ftes
10170,r318,United States -> Massachusetts -> Private -> Smith C.,United States,Massachusetts,Private,Smith C.,4,"['331', '']","['36.9', '']","['59', '']","['6.5', '']","['272', '']","['30.4', '']","['0', '']","['0.0', '']"
10170,r319,United States -> Massachusetts -> Private -> Suffolk U.,United States,Massachusetts,Private,Suffolk U.,4,"['16', '']","['1.8', '']","['8', '']","['1.3', '']","['3', '']","['0.1', '']","['5', '']","['0.4', '']"
10170,r320,United States -> Massachusetts -> Private -> Tufts U.,United States,Massachusetts,Private,Tufts U.,4,"['3,999', '']","['2,768.6', 'i']","['51', '']","['36.6', 'i']","['NA', '']","['0.0', 'i']","['3,948', '']","['2,732.0', 'i']"
10170,r321,United States -> Massachusetts -> Private -> Wellesley C.,United States,Massachusetts,Private,Wellesley C.,4,"['344', '']","['237.7', 'i']","['57', '']","['41.0', 'i']","['10', '']","['5.0', 'i']","['277', '']","['191.7', 'i']"
10170,r322,United States -> Massachusetts -> Private -> Western New England U.,United States,Massachusetts,Private,Western New England U.,4,"['54', '']","['6.6', '']","['13', '']","['1.4', '']","['7', '']","['3.0', '']","['34', '']","['2.2', '']"
10170,r323,United States -> Massachusetts -> Private -> Williams C.,United States,Massachusetts,Private,Williams C.,4,"['303', 'i']","['203.7', 'i']","['186', 'i']","['133.9', 'i']","['58', 'i']","['29.3', 'i']","['59', 'i']","['40.5', 'i']"
10170,r324,United States -> Massachusetts -> Private -> Woods Hole Oceanographic Institution,United States,Massachusetts,Private,Woods Hole Oceanographic Institution,4,"['892', '']","['407.5', '']","['400', '']","['245.5', '']","['418', '']","['143.0', '']","['74', '']","['19.0', '']"
10170,r325,United States -> Massachusetts -> Private -> Worcester Polytechnic Institute,United States,Massachusetts,Private,Worcester Polytechnic Institute,4,"['920', '']","['369.0', '']","['246', '']","['101.0', '']","['646', '']","['255.0', '']","['28', '']","['13.0', '']"
10170,r326,United States -> Michigan,United States,Michigan,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r327,United States -> Michigan -> Public,United States,Michigan,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r328,United States -> Michigan -> Public -> Central Michigan U.,United States,Michigan,Public,Central Michigan U.,4,"['585', '']","['248.9', 'i']","['235', '']","['108.0', 'i']","['340', '']","['137.5', 'i']","['10', '']","['3.4', 'i']"
10170,r329,United States -> Michigan -> Public -> Eastern Michigan U.,United States,Michigan,Public,Eastern Michigan U.,4,"['206', '']","['74.0', 'i']","['34', '']","['15.6', 'i']","['NA', '']","['0.0', 'i']","['172', '']","['58.4', 'i']"
10170,r330,United States -> Michigan -> Public -> Grand Valley State U.,United States,Michigan,Public,Grand Valley State U.,4,"['100', '']","['45.0', 'i']","['83', '']","['38.1', 'i']","['17', '']","['6.9', 'i']","['NA', '']","['0.0', 'i']"
10170,r331,United States -> Michigan -> Public -> Lake Superior State U.,United States,Michigan,Public,Lake Superior State U.,4,"['74', '']","['6.6', '']","['17', '']","['4.3', '']","['3', '']","['0.8', '']","['54', '']","['1.5', '']"
10170,r332,United States -> Michigan -> Public -> Michigan State U.,United States,Michigan,Public,Michigan State U.,4,"['7,961', '']","['7,300.0', '']","['2,247', '']","['2,441.0', '']","['3,051', '']","['3,074.5', '']","['2,663', '']","['1,784.5', '']"
10170,r333,United States -> Michigan -> Public -> Michigan Technological U.,United States,Michigan,Public,Michigan Technological U.,4,"['1,449', '']","['601.2', 'i']","['310', '']","['142.5', 'i']","['1,107', '']","['447.8', 'i']","['32', '']","['10.9', 'i']"
10170,r334,United States -> Michigan -> Public -> Northern Michigan U.,United States,Michigan,Public,Northern Michigan U.,4,"['126', '']","['25.0', '']","['41', '']","['9.0', '']","['85', '']","['16.0', '']","['0', '']","['0.0', '']"
10170,r335,United States -> Michigan -> Public -> Oakland U.,United States,Michigan,Public,Oakland U.,4,"['476', '']","['137.2', '']","['112', '']","['26.2', '']","['364', '']","['111.0', '']","['NA', '']","['NA', '']"
10170,r336,United States -> Michigan -> Public -> Saginaw Valley State U.,United States,Michigan,Public,Saginaw Valley State U.,4,"['354', 'i']","['147.9', 'i']","['154', 'i']","['70.8', 'i']","['138', 'i']","['55.9', 'i']","['62', 'i']","['21.2', 'i']"
10170,r337,"United States -> Michigan -> Public -> U. Michigan, Ann Arbor",United States,Michigan,Public,"U. Michigan, Ann Arbor",4,"['22,711', '']","['8,462.3', '']","['8,188', '']","['4,533.6', '']","['10,478', '']","['2,467.6', '']","['4,045', '']","['1,461.1', '']"
10170,r338,"United States -> Michigan -> Public -> U. Michigan, Dearborn",United States,Michigan,Public,"U. Michigan, Dearborn",4,"['383', '']","['55.6', '']","['87', '']","['16.0', '']","['266', '']","['36.6', '']","['30', '']","['3.0', '']"
10170,r339,United States -> Michigan -> Public -> Wayne State U.,United States,Michigan,Public,Wayne State U.,4,"['3,080', '']","['2,120.2', '']","['837', '']","['672.8', '']","['1,370', '']","['1,062.5', '']","['873', '']","['384.9', '']"
10170,r340,United States -> Michigan -> Public -> Western Michigan U. and Homer Stryker M.D. School of Medicine,United States,Michigan,Public,Western Michigan U. and Homer Stryker M.D. School of Medicine,4,"['620', '']","['134.3', '']","['132', '']","['20.0', '']","['101', '']","['52.1', '']","['387', '']","['62.2', '']"
10170,r341,United States -> Michigan -> Private,United States,Michigan,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r342,United States -> Michigan -> Private -> Albion C.,United States,Michigan,Private,Albion C.,4,"['246', 'i']","['156.7', 'i']","['115', 'i']","['82.7', 'i']","['86', 'i']","['43.0', 'i']","['45', 'i']","['31.0', 'i']"
10170,r343,United States -> Michigan -> Private -> Calvin U.,United States,Michigan,Private,Calvin U.,4,"['118', '']","['30.0', '']","['73', '']","['10.0', '']","['40', '']","['19.0', '']","['5', '']","['1.0', '']"
10170,r344,United States -> Michigan -> Private -> Hope C.,United States,Michigan,Private,Hope C.,4,"['443', '']","['248.9', 'i']","['62', '']","['44.5', 'i']","['312', '']","['156.7', 'i']","['69', '']","['47.7', 'i']"
10170,r345,United States -> Michigan -> Private -> Kettering U.,United States,Michigan,Private,Kettering U.,4,"['34', '']","['17.0', '']","['34', '']","['17.0', '']","['0', '']","['0.0', '']","['0', '']","['0.0', '']"
10170,r346,United States -> Michigan -> Private -> Lawrence Technological U.,United States,Michigan,Private,Lawrence Technological U.,4,"['69', '']","['27.4', '']","['32', '']","['6.4', '']","['0', '']","['0.0', '']","['37', '']","['21.0', '']"
10170,r347,United States -> Michigan -> Private -> U. Detroit Mercy,United States,Michigan,Private,U. Detroit Mercy,4,"['328', 'i']","['213.1', 'i']","['166', 'i']","['118.9', 'i']","['94', 'i']","['47.2', 'i']","['68', 'i']","['47.0', 'i']"
10170,r348,United States -> Michigan -> Private -> Van Andel Research Institute,United States,Michigan,Private,Van Andel Research Institute,4,"['303', '']","['273.0', '']","['70', '']","['63.0', '']","['120', '']","['108.0', '']","['113', '']","['102.0', '']"
10170,r349,United States -> Minnesota,United States,Minnesota,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r350,United States -> Minnesota -> Public,United States,Minnesota,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r351,"United States -> Minnesota -> Public -> Minnesota State U., Mankato",United States,Minnesota,Public,"Minnesota State U., Mankato",4,"['487', 'i']","['204.2', 'i']","['204', 'i']","['93.7', 'i']","['224', 'i']","['90.5', 'i']","['59', 'i']","['20.0', 'i']"
10170,r352,United States -> Minnesota -> Public -> St. Cloud State U.,United States,Minnesota,Public,St. Cloud State U.,4,"['205', '']","['13.1', '']","['63', '']","['5.6', '']","['10', '']","['1.9', '']","['132', '']","['5.6', '']"
10170,r353,"United States -> Minnesota -> Public -> U. Minnesota, Duluth",United States,Minnesota,Public,"U. Minnesota, Duluth",4,"['575', '']","['210.9', 'i']","['131', '']","['60.2', 'i']","['NA', '']","['0.0', 'i']","['444', '']","['150.7', 'i']"
10170,r354,"United States -> Minnesota -> Public -> U. Minnesota, Twin Cities",United States,Minnesota,Public,"U. Minnesota, Twin Cities",4,"['14,284', '']","['5,221.8', 'i']","['3,116', '']","['1,432.2', 'i']","['NA', '']","['0.0', 'i']","['11,168', '']","['3,789.6', 'i']"
10170,r355,United States -> Minnesota -> Private,United States,Minnesota,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r356,United States -> Minnesota -> Private -> C. of Saint Benedict,United States,Minnesota,Private,C. of Saint Benedict,4,"['275', 'i']","['178.3', 'i']","['134', 'i']","['96.0', 'i']","['80', 'i']","['40.3', 'i']","['61', 'i']","['42.0', 'i']"
10170,r357,United States -> Minnesota -> Private -> Carleton C.,United States,Minnesota,Private,Carleton C.,4,"['119', '']","['27.0', '']","['26', '']","['5.2', '']","['70', '']","['15.6', '']","['23', '']","['6.2', '']"
10170,r358,United States -> Minnesota -> Private -> Macalester C.,United States,Minnesota,Private,Macalester C.,4,"['45', '']","['11.0', '']","['45', '']","['11.0', '']","['0', '']","['0.0', '']","['0', '']","['0.0', '']"
10170,r359,United States -> Minnesota -> Private -> Saint John's U.,United States,Minnesota,Private,Saint John's U.,4,"['280', 'i']","['181.3', 'i']","['136', 'i']","['97.6', 'i']","['82', 'i']","['41.0', 'i']","['62', 'i']","['42.7', 'i']"
10170,r360,United States -> Minnesota -> Private -> St. Catherine U.,United States,Minnesota,Private,St. Catherine U.,4,"['74', '']","['7.6', '']","['25', '']","['3.6', '']","['47', '']","['2.8', '']","['2', '']","['1.2', '']"
10170,r361,United States -> Minnesota -> Private -> U. of St. Thomas (MN),United States,Minnesota,Private,U. of St. Thomas (MN),4,"['358', '']","['13.3', '']","['35', '']","['1.6', '']","['301', '']","['8.7', '']","['22', '']","['3.0', '']"
10170,r362,United States -> Mississippi,United States,Mississippi,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r363,United States -> Mississippi -> Public,United States,Mississippi,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r364,United States -> Mississippi -> Public -> Alcorn State U.,United States,Mississippi,Public,Alcorn State U.,4,"['430', 'i']","['161.3', 'i']","['112', 'i']","['51.4', 'i']","['29', 'i']","['11.7', 'i']","['289', 'i']","['98.2', 'i']"
10170,r365,United States -> Mississippi -> Public -> Jackson State U.,United States,Mississippi,Public,Jackson State U.,4,"['272', '']","['115.9', '']","['135', '']","['47.5', '']","['2', '']","['1.7', '']","['135', '']","['66.7', '']"
10170,r366,United States -> Mississippi -> Public -> Mississippi State U.,United States,Mississippi,Public,Mississippi State U.,4,"['4,168', '']","['2,590.7', '']","['1,309', '']","['763.4', '']","['2,588', '']","['1,627.8', '']","['271', '']","['199.5', '']"
10170,r367,United States -> Mississippi -> Public -> U. Mississippi,United States,Mississippi,Public,U. Mississippi,4,"['2,317', '']","['809.2', '']","['1,056', '']","['260.4', '']","['222', '']","['41.7', '']","['1,039', '']","['507.1', '']"
10170,r368,United States -> Mississippi -> Public -> U. Southern Mississippi,United States,Mississippi,Public,U. Southern Mississippi,4,"['717', '']","['269.1', 'i']","['123', '']","['56.5', 'i']","['168', '']","['68.0', 'i']","['426', '']","['144.6', 'i']"
10170,r369,United States -> Mississippi -> Private,United States,Mississippi,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r370,United States -> Mississippi -> Private -> Tougaloo C.,United States,Mississippi,Private,Tougaloo C.,4,"['281', 'i']","['179.6', 'i']","['132', 'i']","['94.8', 'i']","['98', 'i']","['49.3', 'i']","['51', 'i']","['35.5', 'i']"
10170,r371,United States -> Missouri,United States,Missouri,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r372,United States -> Missouri -> Public,United States,Missouri,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r373,"United States -> Missouri -> Public -> Lincoln U., Jefferson City",United States,Missouri,Public,"Lincoln U., Jefferson City",4,"['184', '']","['130.0', '']","['45', '']","['35.0', '']","['35', '']","['30.0', '']","['104', '']","['65.0', '']"
10170,r374,United States -> Missouri -> Public -> Missouri State U.,United States,Missouri,Public,Missouri State U.,4,"['1,030', '']","['378.6', 'i']","['83', '']","['38.1', 'i']","['294', '']","['118.9', 'i']","['653', '']","['221.6', 'i']"
10170,r375,United States -> Missouri -> Public -> Missouri U. of Science and Technology,United States,Missouri,Public,Missouri U. of Science and Technology,4,"['1,107', '']","['621.2', '']","['218', '']","['205.7', '']","['815', '']","['384.8', '']","['74', '']","['30.7', '']"
10170,r376,"United States -> Missouri -> Public -> U. Missouri, Columbia",United States,Missouri,Public,"U. Missouri, Columbia",4,"['5,050', '']","['3,548.8', '']","['1,325', '']","['1,241.8', '']","['3,024', '']","['1,827.8', '']","['701', '']","['479.2', '']"
10170,r377,"United States -> Missouri -> Public -> U. Missouri, Kansas City",United States,Missouri,Public,"U. Missouri, Kansas City",4,"['799', '']","['554.2', '']","['233', '']","['212.8', '']","['425', '']","['245.0', '']","['141', '']","['96.4', '']"
10170,r378,"United States -> Missouri -> Public -> U. Missouri, Saint Louis",United States,Missouri,Public,"U. Missouri, Saint Louis",4,"['353', '']","['250.0', '']","['92', '']","['83.3', '']","['199', '']","['121.2', '']","['62', '']","['45.5', '']"
10170,r379,United States -> Missouri -> Private,United States,Missouri,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r380,United States -> Missouri -> Private -> Saint Louis U.,United States,Missouri,Private,Saint Louis U.,4,"['1,230', '']","['854.6', 'i']","['936', '']","['672.5', 'i']","['113', '']","['56.8', 'i']","['181', '']","['125.3', 'i']"
10170,r381,United States -> Missouri -> Private -> U. of Health Sciences and Pharmacy in St. Louis,United States,Missouri,Private,U. of Health Sciences and Pharmacy in St. Louis,4,"['43', '']","['29.0', '']","['33', '']","['19.3', '']","['10', '']","['9.7', '']","['0', '']","['0.0', '']"
10170,r382,"United States -> Missouri -> Private -> Washington U., Saint Louis",United States,Missouri,Private,"Washington U., Saint Louis",4,"['5,742', '']","['3,266.7', '']","['1,546', '']","['752.8', '']","['3,697', '']","['2,208.0', '']","['499', '']","['305.9', '']"
10170,r383,United States -> Montana,United States,Montana,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r384,United States -> Montana -> Public,United States,Montana,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r385,"United States -> Montana -> Public -> Montana State U., Bozeman",United States,Montana,Public,"Montana State U., Bozeman",4,"['1,208', '']","['923.1', '']","['473', '']","['271.7', '']","['664', '']","['592.7', '']","['71', '']","['58.7', '']"
10170,r386,United States -> Montana -> Public -> Montana Technological U.,United States,Montana,Public,Montana Technological U.,4,"['345', '']","['67.0', '']","['59', '']","['16.0', '']","['91', '']","['19.0', '']","['195', '']","['32.0', '']"
10170,r387,"United States -> Montana -> Public -> U. Montana, Missoula",United States,Montana,Public,"U. Montana, Missoula",4,"['1,366', '']","['570.7', 'i']","['328', '']","['150.8', 'i']","['1,038', '']","['419.9', 'i']","['NA', '']","['0.0', 'i']"
10170,r388,United States -> Nebraska,United States,Nebraska,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r389,United States -> Nebraska -> Public,United States,Nebraska,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r390,"United States -> Nebraska -> Public -> U. Nebraska, central administration",United States,Nebraska,Public,"U. Nebraska, central administration",4,"['53', '']","['40.3', '']","['21', '']","['13.7', '']","['16', '']","['15.4', '']","['16', '']","['11.2', '']"
