table_id,row_id,_b_agency_or_facility_b_full_path,_b_agency_or_facility_b_level_1,_b_agency_or_facility_b_level_2,_b_agency_or_facility_b_level_3,_b_agency_or_facility_b_level_4,_b_agency_or_facility_b_level_5,_b_agency_or_facility_b_level_6,_b_agency_or_facility_b_hierarchy_depth,field_all_federally_funded_r_d_expenditures,field_funding_agency_department_of_agriculture,field_funding_agency_department_of_commerce,field_funding_agency_department_of_defense,field_funding_agency_department_of_energy,field_funding_agency_department_of_health_and_human_services,field_funding_agency_department_of_homeland_security,field_funding_agency_department_of_the_interior,field_funding_agency_department_of_transportation,field_funding_agency_department_of_veterans_affairs,field_funding_agency_environmental_protection_agency,field_funding_agency_national_aeronautics_and_space_administration,field_funding_agency_other_federal_agencies
12494,r363,All agencies -> Other agencies -> Environmental Protection Agency -> Center for Environmental Solutions and Emergency Response,All agencies,Other agencies,Environmental Protection Agency,Center for Environmental Solutions and Emergency Response,,,4,"['52,849', '']","['0', '']","['0', '']","['0', '']","['1,091', '']","['0', '']","['0', '']","['135', '']","['0', '']","['0', '']","['51,471', '']","['0', '']","['152', '']"
12494,r364,All agencies -> Other agencies -> Environmental Protection Agency -> Center for Public Health and Environmental Assessment,All agencies,Other agencies,Environmental Protection Agency,Center for Public Health and Environmental Assessment,,,4,"['82,802', '']","['1', '']","['0', '']","['0', '']","['84', '']","['0', '']","['0', '']","['7', '']","['0', '']","['0', '']","['82,685', '']","['0', '']","['26', '']"
12494,r365,"All agencies -> Other agencies -> Environmental Protection Agency -> Office of Science Advisor, Policy, and Engagement",All agencies,Other agencies,Environmental Protection Agency,"Office of Science Advisor, Policy, and Engagement",,,4,"['17,264', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['17,264', '']","['0', '']","['0', '']"
12494,r366,All agencies -> Other agencies -> Federal Trade Commission,All agencies,Other agencies,Federal Trade Commission,,,,3,"['1,492', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['1,492', 'i']"
12494,r367,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,,3,"['2,818', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,818', '']"
12494,r368,All agencies -> Other agencies -> Library of Congress -> Digital Services Directorate,All agencies,Other agencies,Library of Congress,Digital Services Directorate,,,4,"['433', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['433', '']"
12494,r369,All agencies -> Other agencies -> Library of Congress -> Preservation Directorate,All agencies,Other agencies,Library of Congress,Preservation Directorate,,,4,"['2,385', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,385', '']"
12494,r370,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA),All agencies,Other agencies,National Aeronautics and Space Administration (NASA),,,,3,"['3,764,686', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,764,686', '']","['0', '']"
12494,r371,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Ames Research Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Ames Research Center,,,4,"['276,848', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['276,848', '']","['0', '']"
12494,r372,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Armstrong (Dryden) Flight Research Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Armstrong (Dryden) Flight Research Center,,,4,"['28,301', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['28,301', '']","['0', '']"
12494,r373,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Glenn Research Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Glenn Research Center,,,4,"['240,357', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['240,357', '']","['0', '']"
12494,r374,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Goddard Space Flight Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Goddard Space Flight Center,,,4,"['1,067,753', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,067,753', '']","['0', '']"
12494,r375,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Johnson Space Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Johnson Space Center,,,4,"['799,127', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['799,127', '']","['0', '']"
12494,r376,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Kennedy Space Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Kennedy Space Center,,,4,"['178,778', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['178,778', '']","['0', '']"
12494,r377,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Langley Research Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Langley Research Center,,,4,"['240,270', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['240,270', '']","['0', '']"
12494,r378,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Marshall Space Flight Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Marshall Space Flight Center,,,4,"['691,175', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['691,175', '']","['0', '']"
12494,r379,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> NASA Headquarters,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),NASA Headquarters,,,4,"['233,119', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['233,119', '']","['0', '']"
12494,r380,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Stennis Space Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Stennis Space Center,,,4,"['8,957', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8,957', '']","['0', '']"
12494,r381,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,,3,"['183,723', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['183,723', 'i']"
12494,r382,All agencies -> Other agencies -> Smithsonian Institution -> Archives of American Art,All agencies,Other agencies,Smithsonian Institution,Archives of American Art,,,4,"['30,620', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['30,620', 'i']"
12494,r383,All agencies -> Other agencies -> Smithsonian Institution -> Center for Astrophysics,All agencies,Other agencies,Smithsonian Institution,Center for Astrophysics,,,4,"['30,620', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['30,620', 'i']"
12494,r384,All agencies -> Other agencies -> Smithsonian Institution -> Center for Astrophysics -> Smithsonian Astrophysical Observatory,All agencies,Other agencies,Smithsonian Institution,Center for Astrophysics,Smithsonian Astrophysical Observatory,,5,"['30,620', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['30,620', 'i']"
12494,r385,All agencies -> Other agencies -> Smithsonian Institution -> National Museum of Natural History,All agencies,Other agencies,Smithsonian Institution,National Museum of Natural History,,,4,"['30,620', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['30,620', 'i']"
12494,r386,All agencies -> Other agencies -> Smithsonian Institution -> Smithsonian Conservation Biology Institute,All agencies,Other agencies,Smithsonian Institution,Smithsonian Conservation Biology Institute,,,4,"['30,620', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['30,620', 'i']"
12494,r387,All agencies -> Other agencies -> Smithsonian Institution -> Smithsonian Environmental Research Center,All agencies,Other agencies,Smithsonian Institution,Smithsonian Environmental Research Center,,,4,"['30,620', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['30,620', 'i']"
12494,r388,All agencies -> Other agencies -> Smithsonian Institution -> Smithsonian Tropical Research Institute,All agencies,Other agencies,Smithsonian Institution,Smithsonian Tropical Research Institute,,,4,"['30,620', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['30,620', 'i']"
