table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other_fields_of_s_e
12845,r550,All institutions -> Gallaudet U.,All institutions,Gallaudet U.,2,549,"['17', '']","['0', '']","['2', '']","['8', '']","['0', '']","['*', '']","['2', '']","['0', '']","['0', '']","['*', '']","['2', '']","['4', '']","['0', '']"
12845,r551,All institutions -> Dakota State U.,All institutions,Dakota State U.,2,550,"['17', '']","['*', '']","['1', '']","['15', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['1', '']","['0', '']","['*', '']","['0', '']"
12845,r552,All institutions -> Troy U.,All institutions,Troy U.,2,551,"['17', '']","['0', '']","['2', '']","['1', '']","['*', '']","['1', '']","['4', '']","['1', '']","['2', '']","['3', '']","['1', '']","['1', '']","['0', '']"
12845,r553,All institutions -> Albany C. of Pharmacy and Health Sciences,All institutions,Albany C. of Pharmacy and Health Sciences,2,552,"['17', 'i']","['0', 'i']","['12', 'i']","['1', 'i']","['0', 'i']","['1', 'i']","['0', 'i']","['*', 'i']","['*', 'i']","['2', 'i']","['*', 'i']","['*', 'i']","['0', 'i']"
12845,r554,All institutions -> Roger Williams U.,All institutions,Roger Williams U.,2,553,"['16', '']","['3', '']","['3', '']","['*', '']","['3', '']","['3', '']","['1', '']","['*', '']","['*', '']","['3', '']","['*', '']","['*', '']","['0', '']"
12845,r555,All institutions -> Pace U.,All institutions,Pace U.,2,554,"['16', '']","['0', '']","['9', '']","['2', '']","['*', '']","['0', '']","['1', '']","['0', '']","['1', '']","['2', '']","['1', '']","['*', '']","['0', '']"
12845,r556,"All institutions -> U. Washington, Bothell",All institutions,"U. Washington, Bothell",2,555,"['16', 'i']","['0', 'i']","['2', 'i']","['1', 'i']","['3', 'i']","['2', 'i']","['3', 'i']","['*', 'i']","['1', 'i']","['3', 'i']","['*', 'i']","['1', 'i']","['0', 'i']"
12845,r557,All institutions -> Lewis and Clark C.,All institutions,Lewis and Clark C.,2,556,"['16', '']","['0', '']","['7', '']","['*', '']","['0', '']","['1', '']","['0', '']","['*', '']","['0', '']","['5', '']","['3', '']","['0', '']","['0', '']"
12845,r558,All institutions -> Elizabeth City State U.,All institutions,Elizabeth City State U.,2,557,"['16', '']","['0', '']","['2', '']","['3', '']","['3', '']","['1', '']","['4', '']","['1', '']","['1', '']","['1', '']","['1', '']","['1', '']","['0', '']"
12845,r559,All institutions -> Florida Polytechnic U.,All institutions,Florida Polytechnic U.,2,558,"['16', '']","['0', '']","['0', '']","['1', '']","['13', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']"
12845,r560,All institutions -> Framingham State U.,All institutions,Framingham State U.,2,559,"['15', '']","['1', '']","['8', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['5', '']","['1', '']","['0', '']","['0', '']"
12845,r561,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,560,"['15', '']","['2', '']","['*', '']","['*', '']","['*', '']","['2', '']","['1', '']","['*', '']","['2', '']","['7', '']","['*', '']","['*', '']","['*', '']"
12845,r562,"All institutions -> U. Puerto Rico, Cayey",All institutions,"U. Puerto Rico, Cayey",2,561,"['15', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['8', '']","['*', '']","['1', '']","['0', '']"
12845,r563,All institutions -> Fayetteville State U.,All institutions,Fayetteville State U.,2,562,"['15', '']","['1', '']","['4', '']","['1', '']","['0', '']","['1', '']","['1', '']","['1', '']","['0', '']","['4', '']","['1', '']","['1', '']","['0', '']"
12845,r564,"All institutions -> CUNY, Lehman C.",All institutions,"CUNY, Lehman C.",2,563,"['15', '']","['0', '']","['7', '']","['*', '']","['0', '']","['*', '']","['*', '']","['*', '']","['0', '']","['5', '']","['*', '']","['1', '']","['0', '']"
12845,r565,All institutions -> Rhode Island C.,All institutions,Rhode Island C.,2,564,"['15', '']","['*', '']","['9', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['3', '']","['2', '']","['0', '']","['0', '']"
12845,r566,All institutions -> Fisk U.,All institutions,Fisk U.,2,565,"['14', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8', '']","['2', '']","['1', '']","['0', '']"
12845,r567,All institutions -> Black Hills State U.,All institutions,Black Hills State U.,2,566,"['13', '']","['2', '']","['4', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['1', '']","['5', '']","['2', '']","['0', '']","['0', '']"
12845,r568,All institutions -> Monmouth U.,All institutions,Monmouth U.,2,567,"['13', '']","['0', '']","['6', '']","['*', '']","['*', '']","['0', '']","['0', '']","['0', '']","['2', '']","['4', '']","['*', '']","['0', '']","['0', '']"
12845,r569,"All institutions -> California State U., Stanislaus",All institutions,"California State U., Stanislaus",2,568,"['12', '']","['3', '']","['2', '']","['4', '']","['0', '']","['1', '']","['0', '']","['*', '']","['0', '']","['*', '']","['2', '']","['0', '']","['0', '']"
12845,r570,"All institutions -> U. Alaska, Southeast",All institutions,"U. Alaska, Southeast",2,569,"['12', '']","['0', '']","['6', '']","['0', '']","['0', '']","['3', '']","['0', '']","['0', '']","['1', '']","['1', '']","['*', '']","['0', '']","['0', '']"
12845,r571,"All institutions -> U. Illinois, Springfield",All institutions,"U. Illinois, Springfield",2,570,"['12', '']","['0', '']","['5', '']","['1', '']","['0', '']","['1', '']","['*', '']","['0', '']","['2', '']","['1', '']","['1', '']","['1', '']","['0', '']"
12845,r572,All institutions -> Hampton U.,All institutions,Hampton U.,2,571,"['11', '']","['0', '']","['2', '']","['0', '']","['0', '']","['3', '']","['2', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']"
12845,r573,All institutions -> Benedict C.,All institutions,Benedict C.,2,572,"['11', '']","['0', '']","['3', '']","['2', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']"
12845,r574,All institutions -> Austin Peay State U.,All institutions,Austin Peay State U.,2,573,"['10', '']","['1', '']","['2', '']","['*', '']","['2', '']","['1', '']","['2', '']","['1', '']","['1', '']","['1', '']","['1', '']","['1', '']","['0', '']"
12845,r575,All institutions -> Long Island U.,All institutions,Long Island U.,2,574,"['10', '']","['5', '']","['0', '']","['0', '']","['1', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r576,"All institutions -> U. Ana G. Mendez, Gurabo",All institutions,"U. Ana G. Mendez, Gurabo",2,575,"['9', '']","['0', '']","['2', '']","['0', '']","['2', '']","['0', '']","['0', '']","['*', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']"
12845,r577,All institutions -> United Tribes Technical C.,All institutions,United Tribes Technical C.,2,576,"['9', '']","['4', '']","['2', '']","['*', '']","['1', '']","['0', '']","['0', '']","['*', '']","['1', '']","['1', '']","['0', '']","['*', '']","['0', '']"
12845,r578,All institutions -> Heidelberg U.,All institutions,Heidelberg U.,2,577,"['9', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r579,"All institutions -> CUNY, Graduate School of Public Health and Health Policy",All institutions,"CUNY, Graduate School of Public Health and Health Policy",2,578,"['8', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r580,All institutions -> U. Southern Maine,All institutions,U. Southern Maine,2,579,"['8', '']","['0', '']","['1', '']","['2', '']","['2', '']","['0', '']","['*', '']","['*', '']","['1', '']","['1', '']","['*', '']","['*', '']","['0', '']"
12845,r581,"All institutions -> California State U., Monterey Bay",All institutions,"California State U., Monterey Bay",2,580,"['8', '']","['2', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3', '']","['*', '']","['0', '']"
12845,r582,All institutions -> Touro U.,All institutions,Touro U.,2,581,"['8', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r583,All institutions -> Alaska Pacific U.,All institutions,Alaska Pacific U.,2,582,"['7', '']","['0', '']","['1', '']","['1', '']","['0', '']","['0', '']","['1', '']","['0', '']","['5', '']","['1', '']","['0', '']","['0', '']","['0', '']"
12845,r584,All institutions -> Bowie State U.,All institutions,Bowie State U.,2,583,"['7', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']"
12845,r585,All institutions -> New England C. of Optometry,All institutions,New England C. of Optometry,2,584,"['6', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r586,All institutions -> Des Moines U.,All institutions,Des Moines U.,2,585,"['6', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r587,"All institutions -> Southern U., New Orleans",All institutions,"Southern U., New Orleans",2,586,"['6', '']","['*', '']","['1', '']","['1', '']","['0', '']","['0', '']","['0', '']","['*', '']","['*', '']","['2', '']","['*', '']","['0', '']","['0', '']"
12845,r588,"All institutions -> SUNY, C. Brockport",All institutions,"SUNY, C. Brockport",2,587,"['6', '']","['1', '']","['4', '']","['*', '']","['0', '']","['*', '']","['*', '']","['0', '']","['*', '']","['*', '']","['*', '']","['*', '']","['0', '']"
12845,r589,All institutions -> Marshall B. Ketchum U.,All institutions,Marshall B. Ketchum U.,2,588,"['6', '']","['0', '']","['2', '']","['*', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r590,"All institutions -> Toyota Technological Institute, Chicago",All institutions,"Toyota Technological Institute, Chicago",2,589,"['5', '']","['0', '']","['*', '']","['4', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r591,All institutions -> South Carolina State U.,All institutions,South Carolina State U.,2,590,"['4', '']","['1', '']","['1', '']","['1', '']","['1', '']","['0', '']","['1', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']"
12845,r592,"All institutions -> U. Puerto Rico, Ponce",All institutions,"U. Puerto Rico, Ponce",2,591,"['4', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']"
12845,r593,"All institutions -> Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",All institutions,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",2,592,"['4', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r594,All institutions -> Northland C.,All institutions,Northland C.,2,593,"['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2', '']","['2', '']","['*', '']","['0', '']","['0', '']"
12845,r595,"All institutions -> Palmer C. of Chiropractic, Davenport",All institutions,"Palmer C. of Chiropractic, Davenport",2,594,"['4', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['3', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r596,All institutions -> Tougaloo C.,All institutions,Tougaloo C.,2,595,"['3', '']","['0', '']","['2', '']","['1', '']","['*', '']","['0', '']","['0', '']","['0', '']","['*', '']","['*', '']","['0', '']","['0', '']","['0', '']"
12845,r597,"All institutions -> SUNY, C. Plattsburgh",All institutions,"SUNY, C. Plattsburgh",2,596,"['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['1', '']","['*', '']","['0', '']","['0', '']","['0', '']"
12845,r598,All institutions -> Northeastern Illinois U.,All institutions,Northeastern Illinois U.,2,597,"['3', '']","['1', '']","['2', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']"
12845,r599,All institutions -> National U. of Natural Medicine,All institutions,National U. of Natural Medicine,2,598,"['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r600,"All institutions -> Southern U. and A&M C., Agricultural Research and Extension Center",All institutions,"Southern U. and A&M C., Agricultural Research and Extension Center",2,599,"['1', '']","['*', '']","['*', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r601,All institutions -> MGH Institute of Health Professions,All institutions,MGH Institute of Health Professions,2,600,"['1', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r602,All institutions -> Seattle U.,All institutions,Seattle U.,2,601,"['1', '']","['*', '']","['*', '']","['*', '']","['*', '']","['*', '']","['*', '']","['*', '']","['0', '']","['*', '']","['0', '']","['*', '']","['*', '']"
12845,r603,"All institutions -> SUNY, Cobleskill",All institutions,"SUNY, Cobleskill",2,602,"['1', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
