table_id,row_id,_b_agency_or_facility_b_full_path,_b_agency_or_facility_b_level_1,_b_agency_or_facility_b_level_2,_b_agency_or_facility_b_level_3,_b_agency_or_facility_b_level_4,_b_agency_or_facility_b_level_5,_b_agency_or_facility_b_level_6,_b_agency_or_facility_b_hierarchy_depth,field_total_r_d_expenditures_all_r_d,field_total_r_d_expenditures_basic_research,field_total_r_d_expenditures_applied_research,field_total_r_d_expenditures_experimental_development,field_federally_funded_all_federal_r_d,field_federally_funded_basic_research,field_federally_funded_applied_research,field_federally_funded_experimental_development,field_nonfederally_funded_all_nonfederal_r_d,field_nonfederally_funded_basic_research,field_nonfederally_funded_applied_research,field_nonfederally_funded_experimental_development
12491,r362,All agencies -> Other agencies -> Environmental Protection Agency -> Center for Environmental Measurement and Modeling,All agencies,Other agencies,Environmental Protection Agency,Center for Environmental Measurement and Modeling,,,4,"['84,799', '']","['0', '']","['62,327', '']","['22,472', '']","['84,799', '']","['0', '']","['62,327', '']","['22,472', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r363,All agencies -> Other agencies -> Environmental Protection Agency -> Center for Environmental Solutions and Emergency Response,All agencies,Other agencies,Environmental Protection Agency,Center for Environmental Solutions and Emergency Response,,,4,"['52,849', '']","['0', '']","['38,844', '']","['14,005', '']","['52,849', '']","['0', '']","['38,844', '']","['14,005', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r364,All agencies -> Other agencies -> Environmental Protection Agency -> Center for Public Health and Environmental Assessment,All agencies,Other agencies,Environmental Protection Agency,Center for Public Health and Environmental Assessment,,,4,"['82,802', '']","['0', '']","['60,860', '']","['21,943', '']","['82,802', '']","['0', '']","['60,860', '']","['21,943', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r365,"All agencies -> Other agencies -> Environmental Protection Agency -> Office of Science Advisor, Policy, and Engagement",All agencies,Other agencies,Environmental Protection Agency,"Office of Science Advisor, Policy, and Engagement",,,4,"['17,264', '']","['0', '']","['12,689', '']","['4,575', '']","['17,264', '']","['0', '']","['12,689', '']","['4,575', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r366,All agencies -> Other agencies -> Federal Trade Commission,All agencies,Other agencies,Federal Trade Commission,,,,3,"['1,492', 'i']","['0', 'i']","['1,492', 'i']","['0', 'i']","['1,492', 'i']","['0', 'i']","['1,492', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12491,r367,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,,3,"['2,902', '']","['1,233', '']","['1,361', '']","['307', '']","['2,818', '']","['1,233', '']","['1,277', '']","['307', '']","['84', '']","['0', '']","['84', '']","['0', '']"
12491,r368,All agencies -> Other agencies -> Library of Congress -> Digital Services Directorate,All agencies,Other agencies,Library of Congress,Digital Services Directorate,,,4,"['433', '']","['433', '']","['0', '']","['0', '']","['433', '']","['433', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r369,All agencies -> Other agencies -> Library of Congress -> Preservation Directorate,All agencies,Other agencies,Library of Congress,Preservation Directorate,,,4,"['2,469', '']","['801', '']","['1,361', '']","['307', '']","['2,385', '']","['801', '']","['1,277', '']","['307', '']","['84', '']","['0', '']","['84', '']","['0', '']"
12491,r370,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA),All agencies,Other agencies,National Aeronautics and Space Administration (NASA),,,,3,"['3,764,686', '']","['836,191', '']","['992,158', '']","['1,936,337', '']","['3,764,686', '']","['836,191', '']","['992,158', '']","['1,936,337', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r371,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Ames Research Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Ames Research Center,,,4,"['276,848', '']","['86,034', '']","['168,632', '']","['22,182', '']","['276,848', '']","['86,034', '']","['168,632', '']","['22,182', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r372,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Armstrong (Dryden) Flight Research Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Armstrong (Dryden) Flight Research Center,,,4,"['28,301', '']","['2,377', '']","['24,727', '']","['1,197', '']","['28,301', '']","['2,377', '']","['24,727', '']","['1,197', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r373,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Glenn Research Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Glenn Research Center,,,4,"['240,357', '']","['34,470', '']","['151,168', '']","['54,719', '']","['240,357', '']","['34,470', '']","['151,168', '']","['54,719', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r374,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Goddard Space Flight Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Goddard Space Flight Center,,,4,"['1,067,753', '']","['214,780', '']","['57,671', '']","['795,302', '']","['1,067,753', '']","['214,780', '']","['57,671', '']","['795,302', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r375,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Johnson Space Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Johnson Space Center,,,4,"['799,127', '']","['124,394', '']","['286,095', '']","['388,638', '']","['799,127', '']","['124,394', '']","['286,095', '']","['388,638', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r376,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Kennedy Space Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Kennedy Space Center,,,4,"['178,778', '']","['35,478', '']","['32,282', '']","['111,017', '']","['178,778', '']","['35,478', '']","['32,282', '']","['111,017', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r377,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Langley Research Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Langley Research Center,,,4,"['240,270', '']","['39,765', '']","['158,544', '']","['41,961', '']","['240,270', '']","['39,765', '']","['158,544', '']","['41,961', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r378,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Marshall Space Flight Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Marshall Space Flight Center,,,4,"['691,175', '']","['154,049', '']","['89,272', '']","['447,855', '']","['691,175', '']","['154,049', '']","['89,272', '']","['447,855', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r379,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> NASA Headquarters,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),NASA Headquarters,,,4,"['233,119', '']","['144,831', '']","['22,950', '']","['65,339', '']","['233,119', '']","['144,831', '']","['22,950', '']","['65,339', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r380,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Stennis Space Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Stennis Space Center,,,4,"['8,957', '']","['13', '']","['816', '']","['8,127', '']","['8,957', '']","['13', '']","['816', '']","['8,127', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r381,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,,3,"['183,723', 'i']","['183,723', 'i']","['0', 'i']","['0', 'i']","['183,723', 'i']","['183,723', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12491,r382,All agencies -> Other agencies -> Smithsonian Institution -> Archives of American Art,All agencies,Other agencies,Smithsonian Institution,Archives of American Art,,,4,"['30,620', 'i']","['30,620', 'i']","['0', 'i']","['0', 'i']","['30,620', 'i']","['30,620', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12491,r383,All agencies -> Other agencies -> Smithsonian Institution -> Center for Astrophysics,All agencies,Other agencies,Smithsonian Institution,Center for Astrophysics,,,4,"['30,620', 'i']","['30,620', 'i']","['0', 'i']","['0', 'i']","['30,620', 'i']","['30,620', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12491,r384,All agencies -> Other agencies -> Smithsonian Institution -> Center for Astrophysics -> Smithsonian Astrophysical Observatory,All agencies,Other agencies,Smithsonian Institution,Center for Astrophysics,Smithsonian Astrophysical Observatory,,5,"['30,620', 'i']","['30,620', 'i']","['0', 'i']","['0', 'i']","['30,620', 'i']","['30,620', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12491,r385,All agencies -> Other agencies -> Smithsonian Institution -> National Museum of Natural History,All agencies,Other agencies,Smithsonian Institution,National Museum of Natural History,,,4,"['30,620', 'i']","['30,620', 'i']","['0', 'i']","['0', 'i']","['30,620', 'i']","['30,620', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12491,r386,All agencies -> Other agencies -> Smithsonian Institution -> Smithsonian Conservation Biology Institute,All agencies,Other agencies,Smithsonian Institution,Smithsonian Conservation Biology Institute,,,4,"['30,620', 'i']","['30,620', 'i']","['0', 'i']","['0', 'i']","['30,620', 'i']","['30,620', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12491,r387,All agencies -> Other agencies -> Smithsonian Institution -> Smithsonian Environmental Research Center,All agencies,Other agencies,Smithsonian Institution,Smithsonian Environmental Research Center,,,4,"['30,620', 'i']","['30,620', 'i']","['0', 'i']","['0', 'i']","['30,620', 'i']","['30,620', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12491,r388,All agencies -> Other agencies -> Smithsonian Institution -> Smithsonian Tropical Research Institute,All agencies,Other agencies,Smithsonian Institution,Smithsonian Tropical Research Institute,,,4,"['30,620', 'i']","['30,620', 'i']","['0', 'i']","['0', 'i']","['30,620', 'i']","['30,620', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
