table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other
7843,r552,"All institutions -> U. Washington, Tacoma",All institutions,"U. Washington, Tacoma",2,551,"['12', '']","['0', '']","['2', '']","['2', '']","['1', '']","['0', '']","['0', '']","['1', '']","['5', '']","['0', '']","['1', '']","['1', '']","['0', '']"
7843,r553,"All institutions -> U. Alaska, Southeast",All institutions,"U. Alaska, Southeast",2,552,"['12', '']","['0', '']","['6', '']","['0', '']","['0', '']","['3', '']","['0', '']","['0', '']","['1', '']","['1', '']","['*', '']","['0', '']","['0', '']"
7843,r554,"All institutions -> U. Washington, Bothell",All institutions,"U. Washington, Bothell",2,553,"['11', '']","['5', '']","['*', '']","['1', '']","['2', '']","['2', '']","['*', '']","['*', '']","['*', '']","['2', '']","['0', '']","['*', '']","['0', '']"
7843,r555,All institutions -> Augustana U.,All institutions,Augustana U.,2,554,"['11', '']","['1', '']","['4', '']","['0', '']","['0', '']","['0', '']","['1', '']","['*', '']","['0', '']","['4', '']","['0', '']","['1', '']","['0', '']"
7843,r556,"All institutions -> U. Illinois, Springfield",All institutions,"U. Illinois, Springfield",2,555,"['11', '']","['0', '']","['5', '']","['1', '']","['0', '']","['1', '']","['*', '']","['0', '']","['2', '']","['1', '']","['1', '']","['1', '']","['0', '']"
7843,r557,All institutions -> Hampton U.,All institutions,Hampton U.,2,556,"['11', '']","['0', '']","['2', '']","['0', '']","['0', '']","['3', '']","['2', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']"
7843,r558,All institutions -> Austin Peay State U.,All institutions,Austin Peay State U.,2,557,"['10', '']","['1', '']","['2', '']","['*', '']","['2', '']","['1', '']","['2', '']","['1', '']","['1', '']","['1', '']","['1', '']","['1', '']","['0', '']"
7843,r559,All institutions -> U. Southern Maine,All institutions,U. Southern Maine,2,558,"['10', '']","['3', '']","['1', '']","['*', '']","['2', '']","['0', '']","['*', '']","['*', '']","['2', '']","['1', '']","['0', '']","['*', '']","['0', '']"
7843,r560,"All institutions -> California State U., Stanislaus",All institutions,"California State U., Stanislaus",2,559,"['9', '']","['0', '']","['3', '']","['*', '']","['0', '']","['*', '']","['0', '']","['*', '']","['0', '']","['3', '']","['0', '']","['1', '']","['0', '']"
7843,r561,All institutions -> Heidelberg U.,All institutions,Heidelberg U.,2,560,"['9', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r562,"All institutions -> CUNY, Baruch C.",All institutions,"CUNY, Baruch C.",2,561,"['8', '']","['0', '']","['2', '']","['2', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['1', '']","['2', '']","['1', '']","['0', '']"
7843,r563,All institutions -> Touro U.,All institutions,Touro U.,2,562,"['8', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r564,All institutions -> American Samoa Community C.,All institutions,American Samoa Community C.,2,563,"['8', '']","['4', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['1', '']"
7843,r565,All institutions -> Alaska Pacific U.,All institutions,Alaska Pacific U.,2,564,"['7', '']","['0', '']","['1', '']","['1', '']","['0', '']","['0', '']","['1', '']","['0', '']","['5', '']","['1', '']","['0', '']","['0', '']","['0', '']"
7843,r566,All institutions -> Northwest Indian C.,All institutions,Northwest Indian C.,2,565,"['7', '']","['1', '']","['2', '']","['1', '']","['1', '']","['2', '']","['0', '']","['0', '']","['1', '']","['*', '']","['0', '']","['0', '']","['0', '']"
7843,r567,All institutions -> New England C. of Optometry,All institutions,New England C. of Optometry,2,566,"['6', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r568,All institutions -> Bowie State U.,All institutions,Bowie State U.,2,567,"['6', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r569,"All institutions -> SUNY, C. Brockport",All institutions,"SUNY, C. Brockport",2,568,"['6', '']","['1', '']","['4', '']","['*', '']","['0', '']","['*', '']","['*', '']","['0', '']","['*', '']","['*', '']","['*', '']","['*', '']","['0', '']"
7843,r570,All institutions -> Marshall B. Ketchum U.,All institutions,Marshall B. Ketchum U.,2,569,"['5', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['4', '']","['*', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']"
7843,r571,All institutions -> Dordt U.,All institutions,Dordt U.,2,570,"['5', '']","['*', '']","['1', '']","['*', '']","['*', '']","['*', '']","['0', '']","['2', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']"
7843,r572,"All institutions -> California State U., Monterey Bay",All institutions,"California State U., Monterey Bay",2,571,"['5', '']","['2', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r573,"All institutions -> Toyota Technological Institute, Chicago",All institutions,"Toyota Technological Institute, Chicago",2,572,"['5', '']","['0', '']","['*', '']","['4', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r574,"All institutions -> Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",All institutions,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",2,573,"['4', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r575,All institutions -> Northland C.,All institutions,Northland C.,2,574,"['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2', '']","['2', '']","['*', '']","['0', '']","['0', '']"
7843,r576,"All institutions -> Palmer C. of Chiropractic, Davenport",All institutions,"Palmer C. of Chiropractic, Davenport",2,575,"['4', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['3', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r577,All institutions -> Tougaloo C.,All institutions,Tougaloo C.,2,576,"['3', '']","['0', '']","['2', '']","['1', '']","['*', '']","['0', '']","['0', '']","['0', '']","['*', '']","['*', '']","['0', '']","['0', '']","['0', '']"
7843,r578,"All institutions -> Indiana U., South Bend",All institutions,"Indiana U., South Bend",2,577,"['3', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['*', '']","['0', '']","['0', '']"
7843,r579,"All institutions -> SUNY, C. Plattsburgh",All institutions,"SUNY, C. Plattsburgh",2,578,"['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['1', '']","['*', '']","['0', '']","['0', '']","['0', '']"
7843,r580,All institutions -> Fielding Graduate U.,All institutions,Fielding Graduate U.,2,579,"['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']"
7843,r581,All institutions -> National U. of Natural Medicine,All institutions,National U. of Natural Medicine,2,580,"['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r582,"All institutions -> Southern U. and A&M C., Agricultural Research and Extension Center",All institutions,"Southern U. and A&M C., Agricultural Research and Extension Center",2,581,"['1', '']","['*', '']","['*', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r583,All institutions -> MGH Institute of Health Professions,All institutions,MGH Institute of Health Professions,2,582,"['1', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r584,All institutions -> Carlos Albizu U.,All institutions,Carlos Albizu U.,2,583,"['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']"
7843,r585,"All institutions -> CUNY, Graduate School of Public Health and Health Policy<sup>c</sup>",All institutions,"CUNY, Graduate School of Public Health and Health Policy<sup>c</sup>",2,584,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
