table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
3180,r316,Massachusetts -> Private -> Franklin W. Olin C. of Engineering,Massachusetts,Private,Franklin W. Olin C. of Engineering,3,"['ne', '']","['1,016', '']","['1,777', '']","['1,157', '']","['1,561', '']","['2,136', '']","['1,762', '']","['1,553', '']","['1,254', '']","['1,655', '']"
3180,r317,Massachusetts -> Private -> Harvard U.,Massachusetts,Private,Harvard U.,3,"['583,361', '']","['649,774', '']","['799,432', '']","['1,012,766', '']","['933,975', '']","['1,013,753', '']","['1,077,253', '']","['1,123,160', '']","['1,173,371', '']","['1,239,736', '']"
3180,r318,Massachusetts -> Private -> Massachusetts Institute of Technology,Massachusetts,Private,Massachusetts Institute of Technology,3,"['677,138', '']","['723,610', '']","['824,130', '']","['900,524', '']","['908,017', '']","['930,719', '']","['946,159', '']","['952,017', '']","['964,336', '']","['1,009,466', '']"
3180,r319,Massachusetts -> Private -> MGH Institute of Health Professions,Massachusetts,Private,MGH Institute of Health Professions,3,"['ne', '']","['607', '']","['ne', '']","['ne', '']","['ne', '']","['3,931', '']","['2,548', '']","['2,282', '']","['3,328', '']","['4,130', '']"
3180,r320,Massachusetts -> Private -> Mount Holyoke C.,Massachusetts,Private,Mount Holyoke C.,3,"['2,788', '']","['3,317', '']","['3,323', '']","['3,118', '']","['3,871', '']","['3,826', '']","['3,403', '']","['3,635', '']","['3,027', '']","['2,979', '']"
3180,r321,Massachusetts -> Private -> New England C. of Optometry,Massachusetts,Private,New England C. of Optometry,3,"['1,457', '']","['1,751', '']","['2,237', '']","['2,172', '']","['1,234', '']","['1,077', '']","['980', '']","['ne', '']","['1,026', '']","['1,223', '']"
3180,r322,Massachusetts -> Private -> Northeastern U.,Massachusetts,Private,Northeastern U.,3,"['79,949', '']","['86,783', '']","['107,862', '']","['116,088', '']","['116,245', '']","['122,915', '']","['129,040', '']","['142,349', '']","['166,711', '']","['183,998', '']"
3180,r323,Massachusetts -> Private -> Smith C.,Massachusetts,Private,Smith C.,3,"['4,613', '']","['4,529', '']","['4,246', '']","['4,234', '']","['4,283', '']","['5,268', '']","['4,466', '']","['6,055', '']","['5,954', '']","['6,041', '']"
3180,r324,Massachusetts -> Private -> Tufts U.,Massachusetts,Private,Tufts U.,3,"['156,106', '']","['156,395', '']","['160,922', '']","['156,525', '']","['160,825', '']","['168,314', '']","['189,085', '']","['223,409', '']","['213,457', '']","['213,285', '']"
3180,r325,Massachusetts -> Private -> Wellesley C.,Massachusetts,Private,Wellesley C.,3,"['8,422', '']","['7,242', '']","['8,439', '']","['9,113', '']","['10,127', '']","['9,595', '']","['11,664', '']","['10,326', '']","['11,530', '']","['8,810', '']"
3180,r326,Massachusetts -> Private -> Williams C.,Massachusetts,Private,Williams C.,3,"['4,691', '']","['4,513', '']","['4,518', '']","['3,857', '']","['4,440', '']","['5,679', '']","['5,747', '']","['5,227', '']","['5,506', '']","['5,188', '']"
3180,r327,Massachusetts -> Private -> Woods Hole Oceanographic Institution,Massachusetts,Private,Woods Hole Oceanographic Institution,3,"['181,746', '']","['198,775', '']","['204,352', '']","['198,232', '']","['220,016', '']","['216,592', '']","['212,374', '']","['194,088', '']","['204,400', '']","['229,143', '']"
3180,r328,Massachusetts -> Private -> Worcester Polytechnic Institute,Massachusetts,Private,Worcester Polytechnic Institute,3,"['18,613', '']","['22,137', '']","['20,232', '']","['25,298', '']","['29,929', '']","['36,130', '']","['37,822', '']","['33,368', '']","['33,067', '']","['39,878', '']"
3180,r329,Michigan,Michigan,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r330,Michigan -> Public,Michigan,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r331,Michigan -> Public -> Central Michigan U.,Michigan,Public,Central Michigan U.,3,"['7,483', '']","['8,671', '']","['10,907', '']","['12,879', '']","['15,015', '']","['12,880', '']","['14,166', '']","['14,652', '']","['15,616', '']","['17,102', '']"
3180,r332,Michigan -> Public -> Eastern Michigan U.,Michigan,Public,Eastern Michigan U.,3,"['14,133', '']","['11,643', '']","['12,437', '']","['3,128', '']","['1,428', '']","['1,761', '']","['3,815', '']","['6,281', '']","['6,600', '']","['7,175', '']"
3180,r333,Michigan -> Public -> Grand Valley State U.,Michigan,Public,Grand Valley State U.,3,"['5,044', '']","['6,429', 'i']","['7,814', 'i']","['9,202', '']","['8,198', '']","['7,453', '']","['6,764', '']","['6,917', '']","['6,968', '']","['6,592', '']"
3180,r334,Michigan -> Public -> Michigan State U.,Michigan,Public,Michigan State U.,3,"['431,373', '']","['454,248', '']","['507,061', '']","['515,707', '']","['526,906', '']","['558,248', '']","['613,369', '']","['694,917', '']","['715,290', '']","['725,708', '']"
3180,r335,Michigan -> Public -> Michigan Technological U.,Michigan,Public,Michigan Technological U.,3,"['63,471', '']","['70,089', '']","['71,989', '']","['70,689', '']","['68,526', '']","['69,607', '']","['72,536', '']","['71,629', '']","['78,678', '']","['80,443', '']"
3180,r336,Michigan -> Public -> Northern Michigan U.,Michigan,Public,Northern Michigan U.,3,"['910', '']","['841', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,118', '']","['1,339', '']","['1,728', '']","['1,520', '']"
3180,r337,Michigan -> Public -> Oakland U.,Michigan,Public,Oakland U.,3,"['12,856', '']","['15,868', '']","['18,194', '']","['16,767', '']","['15,196', '']","['17,108', '']","['16,001', '']","['14,561', '']","['13,817', '']","['18,002', '']"
3180,r338,Michigan -> Public -> Saginaw Valley State U.,Michigan,Public,Saginaw Valley State U.,3,"['873', '']","['1,249', '']","['1,094', '']","['939', '']","['ne', '']","['1,220', '']","['1,190', '']","['1,406', '']","['1,640', '']","['2,818', '']"
3180,r339,"Michigan -> Public -> U. Michigan, Ann Arbor",Michigan,Public,"U. Michigan, Ann Arbor",3,"['1,184,445', '']","['1,279,123', '']","['1,322,711', '']","['1,375,117', '']","['1,349,262', '']","['1,369,278', '']","['1,436,448', '']","['1,530,139', '']","['1,600,869', '']","['1,675,805', '']"
3180,r340,"Michigan -> Public -> U. Michigan, Dearborn",Michigan,Public,"U. Michigan, Dearborn",3,"['6,779', '']","['7,554', '']","['6,015', '']","['6,846', '']","['8,176', '']","['7,802', '']","['7,904', '']","['8,315', '']","['8,094', '']","['8,813', '']"
3180,r341,"Michigan -> Public -> U. Michigan, Flint",Michigan,Public,"U. Michigan, Flint",3,"['693', '']","['767', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,466', '']","['1,237', '']","['1,448', '']"
3180,r342,Michigan -> Public -> Wayne State U.,Michigan,Public,Wayne State U.,3,"['254,492', '']","['259,895', '']","['227,070', '']","['224,331', '']","['218,435', '']","['213,878', '']","['221,537', '']","['227,728', '']","['238,859', '']","['244,217', '']"
3180,r343,Michigan -> Public -> Western Michigan U. and Homer Stryker M.D. School of Medicine,Michigan,Public,Western Michigan U. and Homer Stryker M.D. School of Medicine,3,"['26,391', '']","['25,051', '']","['21,073', '']","['18,979', '']","['18,942', '']","['19,679', '']","['18,927', '']","['22,372', '']","['21,184', '']","['25,071', '']"
3180,r344,Michigan -> Private,Michigan,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r345,Michigan -> Private -> Albion C.,Michigan,Private,Albion C.,3,"['ne', '']","['799', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,074', '']","['1,055', '']","['1,040', '']"
3180,r346,Michigan -> Private -> Andrews U.,Michigan,Private,Andrews U.,3,"['1,195', '']","['854', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,126', '']"
3180,r347,Michigan -> Private -> Calvin U.,Michigan,Private,Calvin U.,3,"['5,010', '']","['3,113', '']","['3,252', '']","['3,466', '']","['3,051', '']","['2,430', 'i']","['1,809', '']","['1,456', '']","['1,937', '']","['1,577', '']"
3180,r348,Michigan -> Private -> Hope C.,Michigan,Private,Hope C.,3,"['3,596', '']","['4,185', '']","['3,376', '']","['3,559', '']","['3,016', '']","['2,932', '']","['2,811', '']","['3,225', '']","['3,179', '']","['2,745', '']"
3180,r349,Michigan -> Private -> Kettering U.,Michigan,Private,Kettering U.,3,"['6,880', '']","['5,087', '']","['4,059', '']","['3,449', '']","['3,517', '']","['3,673', '']","['3,463', '']","['4,233', '']","['2,531', '']","['1,765', '']"
3180,r350,Michigan -> Private -> Lawrence Technological U.,Michigan,Private,Lawrence Technological U.,3,"['3,952', '']","['3,348', '']","['1,483', '']","['2,022', '']","['1,876', '']","['2,528', '']","['1,907', '']","['1,942', '']","['1,668', '']","['1,352', '']"
3180,r351,Michigan -> Private -> U. Detroit Mercy,Michigan,Private,U. Detroit Mercy,3,"['1,148', '']","['1,462', '']","['970', '']","['ne', '']","['1,320', '']","['1,882', '']","['3,654', '']","['2,748', '']","['4,605', '']","['5,210', '']"
3180,r352,Michigan -> Private -> Van Andel Research Institute,Michigan,Private,Van Andel Research Institute,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['40,502', '']","['40,040', '']","['44,578', '']","['55,171', '']","['61,738', '']"
3180,r353,Minnesota,Minnesota,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r354,Minnesota -> Public,Minnesota,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r355,"Minnesota -> Public -> Minnesota State U., Mankato",Minnesota,Public,"Minnesota State U., Mankato",3,"['3,837', '']","['2,654', '']","['2,082', '']","['2,640', '']","['3,310', '']","['2,294', '']","['4,034', '']","['2,471', '']","['2,943', '']","['3,392', '']"
3180,r356,Minnesota -> Public -> St. Cloud State U.,Minnesota,Public,St. Cloud State U.,3,"['4,184', '']","['3,404', '']","['2,932', '']","['2,912', '']","['3,380', '']","['4,192', '']","['3,497', '']","['3,588', '']","['3,725', '']","['3,275', '']"
3180,r357,"Minnesota -> Public -> U. Minnesota, Duluth",Minnesota,Public,"U. Minnesota, Duluth",3,"['21,150', '']","['23,400', '']","['21,530', '']","['21,383', '']","['21,904', '']","['27,550', '']","['27,528', '']","['24,956', '']","['25,189', '']","['27,530', '']"
3180,r358,"Minnesota -> Public -> U. Minnesota, Morris",Minnesota,Public,"U. Minnesota, Morris",3,"['672', '']","['899', '']","['ne', '']","['1,534', '']","['1,338', '']","['1,223', '']","['1,029', '']","['974', '']","['ne', '']","['1,234', '']"
3180,r359,"Minnesota -> Public -> U. Minnesota, Twin Cities",Minnesota,Public,"U. Minnesota, Twin Cities",3,"['786,074', '']","['847,419', '']","['826,173', '']","['858,378', '']","['876,870', '']","['880,618', '']","['910,181', '']","['921,681', '']","['954,683', '']","['1,013,112', '']"
3180,r360,Minnesota -> Private,Minnesota,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r361,Minnesota -> Private -> Augsburg U.,Minnesota,Private,Augsburg U.,3,"['ne', '']","['1,179', '']","['1,144', '']","['915', '']","['ne', '']","['1,193', '']","['1,189', '']","['1,141', '']","['1,051', '']","['991', '']"
3180,r362,Minnesota -> Private -> C. of Saint Benedict,Minnesota,Private,C. of Saint Benedict,3,"['ne', '']","['867', '']","['ne', '']","['1,347', '']","['1,451', '']","['1,179', '']","['1,305', '']","['1,122', '']","['1,142', '']","['1,126', 'i']"
3180,r363,Minnesota -> Private -> Carleton C.,Minnesota,Private,Carleton C.,3,"['4,575', '']","['5,382', '']","['4,957', '']","['5,848', '']","['5,657', '']","['6,746', '']","['6,385', '']","['6,888', '']","['5,515', '']","['4,388', '']"
3180,r364,Minnesota -> Private -> Macalester C.,Minnesota,Private,Macalester C.,3,"['4,389', '']","['4,653', '']","['1,721', '']","['1,457', '']","['1,455', '']","['1,286', '']","['1,562', '']","['1,916', '']","['1,404', '']","['1,808', '']"
3180,r365,"Minnesota -> Private -> Saint John's U., Collegeville",Minnesota,Private,"Saint John's U., Collegeville",3,"['640', '']","['891', '']","['ne', '']","['1,444', '']","['1,623', '']","['1,372', '']","['1,459', '']","['1,267', '']","['1,208', '']","['1,191', 'i']"
3180,r366,Minnesota -> Private -> St. Olaf C.,Minnesota,Private,St. Olaf C.,3,"['1,574', '']","['1,130', '']","['1,518', '']","['1,242', '']","['1,353', '']","['1,346', '']","['1,605', '']","['1,539', '']","['1,155', '']","['1,010', '']"
3180,r367,Minnesota -> Private -> U. of St. Thomas (MN),Minnesota,Private,U. of St. Thomas (MN),3,"['1,330', '']","['1,316', '']","['1,030', '']","['1,424', '']","['916', '']","['ne', '']","['1,266', '']","['1,241', '']","['1,645', '']","['1,870', '']"
3180,r368,Mississippi,Mississippi,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r369,Mississippi -> Public,Mississippi,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r370,Mississippi -> Public -> Alcorn State U.,Mississippi,Public,Alcorn State U.,3,"['10,280', '']","['11,397', '']","['11,515', '']","['11,315', '']","['10,060', '']","['9,396', '']","['8,204', '']","['16,129', '']","['13,834', '']","['14,435', '']"
3180,r371,Mississippi -> Public -> Jackson State U.,Mississippi,Public,Jackson State U.,3,"['44,862', '']","['49,998', '']","['46,943', '']","['36,264', '']","['26,609', '']","['23,908', '']","['23,832', '']","['22,790', '']","['19,465', '']","['18,160', '']"
3180,r372,Mississippi -> Public -> Mississippi State U.,Mississippi,Public,Mississippi State U.,3,"['231,675', '']","['226,070', '']","['233,197', '']","['206,424', '']","['209,729', '']","['226,359', '']","['239,446', '']","['240,972', '']","['244,102', '']","['264,526', '']"
3180,r373,Mississippi -> Public -> U. Mississippi,Mississippi,Public,U. Mississippi,3,"['110,020', '']","['122,765', '']","['121,731', '']","['108,168', '']","['109,922', '']","['94,040', '']","['121,665', '']","['134,542', '']","['137,521', '']","['158,809', '']"
3180,r374,Mississippi -> Public -> U. Southern Mississippi,Mississippi,Public,U. Southern Mississippi,3,"['42,059', '']","['46,591', '']","['60,079', '']","['51,962', '']","['51,938', '']","['51,840', '']","['59,363', '']","['61,659', '']","['61,336', '']","['76,464', '']"
3180,r375,Mississippi -> Private,Mississippi,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r376,Mississippi -> Private -> Tougaloo C.,Mississippi,Private,Tougaloo C.,3,"['2,978', '']","['2,753', '']","['2,613', '']","['2,639', '']","['2,285', '']","['2,689', '']","['2,473', '']","['3,030', '']","['3,173', '']","['3,380', '']"
3180,r377,Missouri,Missouri,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r378,Missouri -> Public,Missouri,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r379,"Missouri -> Public -> Lincoln U., Jefferson City",Missouri,Public,"Lincoln U., Jefferson City",3,"['8,475', '']","['8,518', '']","['7,899', '']","['6,585', '']","['6,742', '']","['6,296', '']","['5,826', '']","['5,164', '']","['4,215', '']","['4,581', '']"
3180,r380,Missouri -> Public -> Missouri State U.,Missouri,Public,Missouri State U.,3,"['7,770', '']","['5,584', '']","['4,340', '']","['3,882', '']","['3,782', '']","['3,540', '']","['3,069', '']","['3,215', '']","['4,409', '']","['5,910', '']"
3180,r381,Missouri -> Public -> Missouri U. of Science and Technology,Missouri,Public,Missouri U. of Science and Technology,3,"['42,263', '']","['41,581', '']","['38,588', '']","['40,397', '']","['39,065', '']","['35,842', '']","['35,756', '']","['38,243', '']","['42,986', '']","['41,939', '']"
3180,r382,"Missouri -> Public -> U. Missouri, Columbia",Missouri,Public,"U. Missouri, Columbia",3,"['238,500', '']","['230,957', '']","['239,810', '']","['236,423', '']","['237,266', '']","['246,684', '']","['248,300', '']","['253,952', '']","['256,183', '']","['278,793', '']"
3180,r383,"Missouri -> Public -> U. Missouri, Kansas City",Missouri,Public,"U. Missouri, Kansas City",3,"['30,163', '']","['32,769', '']","['29,227', '']","['28,829', '']","['29,164', '']","['26,595', '']","['26,292', '']","['25,123', '']","['25,136', '']","['26,708', '']"
3180,r384,"Missouri -> Public -> U. Missouri, Saint Louis",Missouri,Public,"U. Missouri, Saint Louis",3,"['14,628', '']","['18,461', '']","['19,356', '']","['20,869', '']","['18,618', '']","['12,061', '']","['13,460', '']","['12,042', '']","['12,266', '']","['13,697', '']"
3180,r385,Missouri -> Private,Missouri,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r386,Missouri -> Private -> A. T. Still U.,Missouri,Private,A. T. Still U.,3,"['1,253', '']","['1,925', '']","['3,247', 'i']","['4,569', 'i']","['5,892', '']","['4,571', '']","['2,873', '']","['782', '']","['ne', '']","['644', '']"
3180,r387,Missouri -> Private -> Saint Louis U.,Missouri,Private,Saint Louis U.,3,"['46,839', '']","['53,179', '']","['49,086', '']","['48,231', '']","['44,481', '']","['44,457', '']","['42,151', '']","['56,402', '']","['60,380', '']","['66,103', '']"
