table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_passed_through,field_total_to_educational_subrecipients,field_total_to_business,field_total_to_nonprofit_organizations,field_total_to_other_subrecipients,field_federally_financed_all_r_d_expenditures_passed_through,field_federally_financed_to_educational_subrecipients,field_federally_financed_to_business,field_federally_financed_to_nonprofit_organizations,field_federally_financed_to_other_subrecipients
3189,r314,United States -> Massachusetts -> Private -> Brandeis U.,United States,Massachusetts,Private,Brandeis U.,4,"['4,424', '']","['3,124', '']","['871', '']","['391', '']","['38', '']","['4,035', '']","['2,854', '']","['846', '']","['319', '']","['16', '']"
3189,r315,United States -> Massachusetts -> Private -> Clark U.,United States,Massachusetts,Private,Clark U.,4,"['603', '']","['517', '']","['4', '']","['37', '']","['45', '']","['497', '']","['437', '']","['4', '']","['37', '']","['19', '']"
3189,r316,United States -> Massachusetts -> Private -> Emerson C.,United States,Massachusetts,Private,Emerson C.,4,"['87', '']","['24', '']","['50', '']","['13', '']","['0', '']","['24', '']","['24', '']","['0', '']","['0', '']","['0', '']"
3189,r317,United States -> Massachusetts -> Private -> Franklin W. Olin C. of Engineering,United States,Massachusetts,Private,Franklin W. Olin C. of Engineering,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r318,United States -> Massachusetts -> Private -> Harvard U.,United States,Massachusetts,Private,Harvard U.,4,"['147,578', '']","['44,842', '']","['6,051', '']","['31,493', '']","['65,192', '']","['120,487', '']","['37,509', '']","['5,064', '']","['24,926', '']","['52,988', '']"
3189,r319,United States -> Massachusetts -> Private -> Massachusetts Institute of Technology,United States,Massachusetts,Private,Massachusetts Institute of Technology,4,"['41,900', '']","['16,073', '']","['17,460', '']","['7,955', '']","['412', '']","['37,197', '']","['14,879', '']","['16,535', '']","['5,489', '']","['294', '']"
3189,r320,United States -> Massachusetts -> Private -> MGH Institute of Health Professions,United States,Massachusetts,Private,MGH Institute of Health Professions,4,"['482', '']","['482', '']","['0', '']","['0', '']","['0', '']","['482', '']","['482', '']","['0', '']","['0', '']","['0', '']"
3189,r321,United States -> Massachusetts -> Private -> Mount Holyoke C.,United States,Massachusetts,Private,Mount Holyoke C.,4,"['67', '']","['67', '']","['0', '']","['0', '']","['0', '']","['67', '']","['67', '']","['0', '']","['0', '']","['0', '']"
3189,r322,United States -> Massachusetts -> Private -> New England C. of Optometry,United States,Massachusetts,Private,New England C. of Optometry,4,"['150', '']","['150', '']","['0', '']","['0', '']","['0', '']","['150', '']","['150', '']","['0', '']","['0', '']","['0', '']"
3189,r323,United States -> Massachusetts -> Private -> Northeastern U.,United States,Massachusetts,Private,Northeastern U.,4,"['31,690', '']","['20,380', '']","['3,276', '']","['7,400', '']","['634', '']","['30,695', '']","['19,475', '']","['3,240', '']","['7,356', '']","['624', '']"
3189,r324,United States -> Massachusetts -> Private -> Smith C.,United States,Massachusetts,Private,Smith C.,4,"['158', '']","['158', '']","['0', '']","['0', '']","['0', '']","['72', '']","['72', '']","['0', '']","['0', '']","['0', '']"
3189,r325,United States -> Massachusetts -> Private -> Tufts U.,United States,Massachusetts,Private,Tufts U.,4,"['26,307', '']","['324', '']","['144', '']","['2,948', '']","['22,891', '']","['22,753', '']","['164', '']","['0', '']","['0', '']","['22,589', '']"
3189,r326,United States -> Massachusetts -> Private -> Wellesley C.,United States,Massachusetts,Private,Wellesley C.,4,"['2', '']","['2', '']","['0', '']","['0', '']","['0', '']","['2', '']","['2', '']","['0', '']","['0', '']","['0', '']"
3189,r327,United States -> Massachusetts -> Private -> Williams C.,United States,Massachusetts,Private,Williams C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r328,United States -> Massachusetts -> Private -> Woods Hole Oceanographic Institution,United States,Massachusetts,Private,Woods Hole Oceanographic Institution,4,"['27,003', '']","['23,416', '']","['629', '']","['1,257', '']","['1,701', '']","['25,288', '']","['22,539', '']","['173', '']","['1,025', '']","['1,551', '']"
3189,r329,United States -> Massachusetts -> Private -> Worcester Polytechnic Institute,United States,Massachusetts,Private,Worcester Polytechnic Institute,4,"['2,466', '']","['1,736', '']","['482', '']","['74', '']","['174', '']","['2,315', '']","['1,671', '']","['482', '']","['2', '']","['160', '']"
3189,r330,United States -> Michigan,United States,Michigan,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r331,United States -> Michigan -> Public,United States,Michigan,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r332,United States -> Michigan -> Public -> Central Michigan U.,United States,Michigan,Public,Central Michigan U.,4,"['2,865', '']","['2,368', '']","['0', '']","['139', '']","['358', '']","['2,846', '']","['2,368', '']","['0', '']","['120', '']","['358', '']"
3189,r333,United States -> Michigan -> Public -> Eastern Michigan U.,United States,Michigan,Public,Eastern Michigan U.,4,"['296', '']","['254', '']","['26', '']","['16', '']","['0', '']","['268', '']","['226', '']","['26', '']","['16', '']","['0', '']"
3189,r334,United States -> Michigan -> Public -> Grand Valley State U.,United States,Michigan,Public,Grand Valley State U.,4,"['86', '']","['43', '']","['43', '']","['NA', '']","['NA', '']","['86', '']","['43', '']","['43', '']","['0', '']","['0', '']"
3189,r335,United States -> Michigan -> Public -> Michigan State U.,United States,Michigan,Public,Michigan State U.,4,"['51,298', '']","['28,980', '']","['3,563', '']","['14,182', '']","['4,573', '']","['47,588', '']","['27,074', '']","['3,194', '']","['13,289', '']","['4,031', '']"
3189,r336,United States -> Michigan -> Public -> Michigan Technological U.,United States,Michigan,Public,Michigan Technological U.,4,"['4,870', '']","['4,269', '']","['342', '']","['106', '']","['153', '']","['4,683', '']","['4,084', '']","['340', '']","['106', '']","['153', '']"
3189,r337,United States -> Michigan -> Public -> Northern Michigan U.,United States,Michigan,Public,Northern Michigan U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r338,United States -> Michigan -> Public -> Oakland U.,United States,Michigan,Public,Oakland U.,4,"['407', '']","['375', '']","['0', '']","['32', '']","['0', '']","['403', '']","['375', '']","['0', '']","['28', '']","['0', '']"
3189,r339,United States -> Michigan -> Public -> Saginaw Valley State U.,United States,Michigan,Public,Saginaw Valley State U.,4,"['421', '']","['0', '']","['184', '']","['0', '']","['237', '']","['421', '']","['0', '']","['184', '']","['0', '']","['237', '']"
3189,r340,"United States -> Michigan -> Public -> U. Michigan, Ann Arbor",United States,Michigan,Public,"U. Michigan, Ann Arbor",4,"['116,717', '']","['80,272', '']","['7,986', '']","['22,982', '']","['5,477', '']","['108,823', '']","['74,947', '']","['7,870', '']","['21,935', '']","['4,071', '']"
3189,r341,"United States -> Michigan -> Public -> U. Michigan, Dearborn",United States,Michigan,Public,"U. Michigan, Dearborn",4,"['124', '']","['74', '']","['0', '']","['0', '']","['50', '']","['119', '']","['69', '']","['0', '']","['0', '']","['50', '']"
3189,r342,"United States -> Michigan -> Public -> U. Michigan, Flint",United States,Michigan,Public,"U. Michigan, Flint",4,"['12', '']","['12', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r343,United States -> Michigan -> Public -> Wayne State U.,United States,Michigan,Public,Wayne State U.,4,"['11,239', '']","['7,690', '']","['1,442', '']","['2,107', '']","['0', '']","['9,640', '']","['6,741', '']","['905', '']","['1,994', '']","['0', '']"
3189,r344,United States -> Michigan -> Public -> Western Michigan U. and Homer Stryker M.D. School of Medicine,United States,Michigan,Public,Western Michigan U. and Homer Stryker M.D. School of Medicine,4,"['1,055', '']","['633', '']","['190', '']","['106', '']","['126', '']","['983', '']","['629', '']","['135', '']","['93', '']","['126', '']"
3189,r345,United States -> Michigan -> Private,United States,Michigan,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r346,United States -> Michigan -> Private -> Albion C.,United States,Michigan,Private,Albion C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r347,United States -> Michigan -> Private -> Andrews U.,United States,Michigan,Private,Andrews U.,4,"['85', '']","['85', '']","['0', '']","['0', '']","['0', '']","['85', '']","['85', '']","['0', '']","['0', '']","['0', '']"
3189,r348,United States -> Michigan -> Private -> Calvin U.,United States,Michigan,Private,Calvin U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r349,United States -> Michigan -> Private -> Hope C.,United States,Michigan,Private,Hope C.,4,"['22', '']","['22', '']","['0', '']","['0', '']","['0', '']","['22', '']","['22', '']","['0', '']","['0', '']","['0', '']"
3189,r350,United States -> Michigan -> Private -> Kettering U.,United States,Michigan,Private,Kettering U.,4,"['48', '']","['48', '']","['0', '']","['0', '']","['0', '']","['48', '']","['48', '']","['0', '']","['0', '']","['0', '']"
3189,r351,United States -> Michigan -> Private -> Lawrence Technological U.,United States,Michigan,Private,Lawrence Technological U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r352,United States -> Michigan -> Private -> U. Detroit Mercy,United States,Michigan,Private,U. Detroit Mercy,4,"['529', '']","['529', '']","['0', '']","['0', '']","['0', '']","['529', '']","['529', '']","['0', '']","['0', '']","['0', '']"
3189,r353,United States -> Michigan -> Private -> Van Andel Research Institute,United States,Michigan,Private,Van Andel Research Institute,4,"['1,637', '']","['817', '']","['0', '']","['820', '']","['0', '']","['1,637', '']","['817', '']","['0', '']","['820', '']","['0', '']"
3189,r354,United States -> Minnesota,United States,Minnesota,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r355,United States -> Minnesota -> Public,United States,Minnesota,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r356,"United States -> Minnesota -> Public -> Minnesota State U., Mankato",United States,Minnesota,Public,"Minnesota State U., Mankato",4,"['350', 'i']","['191', 'i']","['68', 'i']","['47', 'i']","['44', 'i']","['309', 'i']","['172', 'i']","['58', 'i']","['42', 'i']","['37', 'i']"
3189,r357,United States -> Minnesota -> Public -> St. Cloud State U.,United States,Minnesota,Public,St. Cloud State U.,4,"['140', '']","['116', '']","['0', '']","['0', '']","['24', '']","['115', '']","['114', '']","['0', '']","['0', '']","['1', '']"
3189,r358,"United States -> Minnesota -> Public -> U. Minnesota, Duluth",United States,Minnesota,Public,"U. Minnesota, Duluth",4,"['216', '']","['113', 'i']","['42', 'i']","['37', 'i']","['24', 'i']","['43', '']","['27', 'i']","['6', 'i']","['6', 'i']","['4', 'i']"
3189,r359,"United States -> Minnesota -> Public -> U. Minnesota, Morris",United States,Minnesota,Public,"U. Minnesota, Morris",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r360,"United States -> Minnesota -> Public -> U. Minnesota, Twin Cities",United States,Minnesota,Public,"U. Minnesota, Twin Cities",4,"['87,794', '']","['49,275', 'i']","['16,763', 'i']","['11,764', 'i']","['9,992', 'i']","['74,276', '']","['42,275', 'i']","['14,077', 'i']","['9,935', 'i']","['7,989', 'i']"
3189,r361,United States -> Minnesota -> Private,United States,Minnesota,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r362,United States -> Minnesota -> Private -> Augsburg U.,United States,Minnesota,Private,Augsburg U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r363,United States -> Minnesota -> Private -> C. of Saint Benedict,United States,Minnesota,Private,C. of Saint Benedict,4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3189,r364,United States -> Minnesota -> Private -> Carleton C.,United States,Minnesota,Private,Carleton C.,4,"['243', '']","['243', '']","['0', '']","['0', '']","['0', '']","['243', '']","['243', '']","['0', '']","['0', '']","['0', '']"
3189,r365,United States -> Minnesota -> Private -> Macalester C.,United States,Minnesota,Private,Macalester C.,4,"['180', '']","['180', '']","['0', '']","['0', '']","['0', '']","['180', '']","['180', '']","['0', '']","['0', '']","['0', '']"
3189,r366,"United States -> Minnesota -> Private -> Saint John's U., Collegeville",United States,Minnesota,Private,"Saint John's U., Collegeville",4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3189,r367,United States -> Minnesota -> Private -> St. Olaf C.,United States,Minnesota,Private,St. Olaf C.,4,"['5', '']","['5', '']","['0', '']","['0', '']","['0', '']","['5', '']","['5', '']","['0', '']","['0', '']","['0', '']"
3189,r368,United States -> Minnesota -> Private -> U. of St. Thomas (MN),United States,Minnesota,Private,U. of St. Thomas (MN),4,"['54', '']","['54', '']","['0', '']","['0', '']","['0', '']","['4', '']","['4', '']","['0', '']","['0', '']","['0', '']"
3189,r369,United States -> Mississippi,United States,Mississippi,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r370,United States -> Mississippi -> Public,United States,Mississippi,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r371,United States -> Mississippi -> Public -> Alcorn State U.,United States,Mississippi,Public,Alcorn State U.,4,"['313', '']","['313', '']","['0', '']","['0', '']","['0', '']","['313', '']","['313', '']","['0', '']","['0', '']","['0', '']"
3189,r372,United States -> Mississippi -> Public -> Jackson State U.,United States,Mississippi,Public,Jackson State U.,4,"['1,415', '']","['1,371', '']","['0', '']","['0', '']","['44', '']","['1,415', '']","['1,371', '']","['0', '']","['0', '']","['44', '']"
3189,r373,United States -> Mississippi -> Public -> Mississippi State U.,United States,Mississippi,Public,Mississippi State U.,4,"['14,287', '']","['7,280', '']","['4,993', '']","['1,821', '']","['193', '']","['13,100', '']","['7,116', '']","['4,907', '']","['884', '']","['193', '']"
3189,r374,United States -> Mississippi -> Public -> U. Mississippi,United States,Mississippi,Public,U. Mississippi,4,"['7,283', '']","['6,270', '']","['405', '']","['603', '']","['5', '']","['7,149', '']","['6,138', '']","['405', '']","['601', '']","['5', '']"
3189,r375,United States -> Mississippi -> Public -> U. Southern Mississippi,United States,Mississippi,Public,U. Southern Mississippi,4,"['12,791', '']","['11,434', '']","['821', '']","['229', '']","['307', '']","['11,895', '']","['10,538', '']","['821', '']","['229', '']","['307', '']"
3189,r376,United States -> Mississippi -> Private,United States,Mississippi,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r377,United States -> Mississippi -> Private -> Tougaloo C.,United States,Mississippi,Private,Tougaloo C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
