table_id,row_id,institution_full_path,institution_level_1,institution_level_2,institution_hierarchy_depth,field_rank,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other
3049,r555,"All institutions -> U. South Florida, Saint Petersburg",All institutions,"U. South Florida, Saint Petersburg",2,554,"['11', '']","['0', '']","['3', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['2', '']","['1', '']","['2', '']","['1', '']","['0', '']"
3049,r556,All institutions -> Florida Polytechnic U.,All institutions,Florida Polytechnic U.,2,555,"['11', '']","['0', '']","['2', '']","['5', '']","['2', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r557,"All institutions -> Palmer C. of Chiropractic, Davenport",All institutions,"Palmer C. of Chiropractic, Davenport",2,556,"['11', '']","['0', '']","['7', '']","['*', '']","['0', '']","['0', '']","['3', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r558,All institutions -> Austin Peay State U.,All institutions,Austin Peay State U.,2,557,"['10', '']","['1', '']","['2', '']","['*', '']","['2', '']","['1', '']","['2', '']","['1', '']","['1', '']","['1', '']","['1', '']","['1', '']","['0', '']"
3049,r559,"All institutions -> CUNY, Medgar Evers C.",All institutions,"CUNY, Medgar Evers C.",2,558,"['10', '']","['1', '']","['5', '']","['1', '']","['0', '']","['*', '']","['0', '']","['*', '']","['*', '']","['2', '']","['1', '']","['0', '']","['0', '']"
3049,r560,"All institutions -> California State U., Dominguez Hills",All institutions,"California State U., Dominguez Hills",2,559,"['10', '']","['0', '']","['4', '']","['1', '']","['0', '']","['1', '']","['*', '']","['0', '']","['0', '']","['4', '']","['1', '']","['0', '']","['0', '']"
3049,r561,All institutions -> Bowie State U.,All institutions,Bowie State U.,2,560,"['10', '']","['0', '']","['6', '']","['3', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r562,All institutions -> U. Southern Maine,All institutions,U. Southern Maine,2,561,"['10', '']","['2', '']","['1', '']","['4', '']","['1', '']","['0', '']","['0', '']","['0', '']","['2', '']","['1', '']","['0', '']","['0', '']","['0', '']"
3049,r563,All institutions -> Winston-Salem State U.,All institutions,Winston-Salem State U.,2,562,"['10', '']","['0', '']","['3', '']","['1', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['2', '']","['2', '']","['1', '']","['0', '']"
3049,r564,All institutions -> Heidelberg U.,All institutions,Heidelberg U.,2,563,"['9', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r565,"All institutions -> California State U., Stanislaus",All institutions,"California State U., Stanislaus",2,564,"['8', '']","['0', '']","['3', '']","['*', '']","['0', '']","['*', '']","['0', '']","['*', '']","['0', '']","['3', '']","['0', '']","['1', '']","['0', '']"
3049,r566,All institutions -> Suffolk U.,All institutions,Suffolk U.,2,565,"['8', '']","['0', '']","['2', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['*', '']","['2', '']","['1', '']","['1', '']","['0', '']"
3049,r567,All institutions -> Touro U.,All institutions,Touro U.,2,566,"['8', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r568,All institutions -> American Samoa Community C.,All institutions,American Samoa Community C.,2,567,"['8', '']","['4', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['1', '']"
3049,r569,"All institutions -> CUNY, Baruch C.",All institutions,"CUNY, Baruch C.",2,568,"['8', '']","['0', '']","['2', '']","['2', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['1', '']","['2', '']","['1', '']","['0', '']"
3049,r570,"All institutions -> U. Washington, Tacoma",All institutions,"U. Washington, Tacoma",2,569,"['7', '']","['0', '']","['2', '']","['2', '']","['1', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['1', '']","['*', '']","['0', '']"
3049,r571,All institutions -> Seattle U.,All institutions,Seattle U.,2,570,"['6', '']","['0', '']","['2', '']","['0', '']","['*', '']","['0', '']","['0', '']","['*', '']","['*', '']","['3', '']","['0', '']","['*', '']","['0', '']"
3049,r572,All institutions -> Northwest Indian C.,All institutions,Northwest Indian C.,2,571,"['6', '']","['*', '']","['1', '']","['*', '']","['1', '']","['4', '']","['*', '']","['0', '']","['1', '']","['*', '']","['0', '']","['0', '']","['0', '']"
3049,r573,"All institutions -> SUNY, C. Brockport",All institutions,"SUNY, C. Brockport",2,572,"['6', '']","['1', '']","['4', '']","['*', '']","['0', '']","['*', '']","['*', '']","['0', '']","['*', '']","['*', '']","['*', '']","['*', '']","['0', '']"
3049,r574,All institutions -> Alaska Pacific U.,All institutions,Alaska Pacific U.,2,573,"['6', '']","['0', '']","['1', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r575,All institutions -> Marshall B. Ketchum U.,All institutions,Marshall B. Ketchum U.,2,574,"['5', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['4', '']","['*', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']"
3049,r576,"All institutions -> U. Ana G. Mendez, Cupey Campus",All institutions,"U. Ana G. Mendez, Cupey Campus",2,575,"['5', '']","['0', '']","['4', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']"
3049,r577,"All institutions -> California State U., San Marcos",All institutions,"California State U., San Marcos",2,576,"['5', '']","['0', '']","['1', '']","['0', '']","['1', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']"
3049,r578,"All institutions -> Toyota Technological Institute, Chicago",All institutions,"Toyota Technological Institute, Chicago",2,577,"['5', '']","['0', '']","['*', '']","['4', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r579,All institutions -> Maine Maritime Academy,All institutions,Maine Maritime Academy,2,578,"['4', '']","['0', '']","['0', '']","['0', '']","['4', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r580,"All institutions -> Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",All institutions,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",2,579,"['4', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r581,All institutions -> Tougaloo C.,All institutions,Tougaloo C.,2,580,"['3', '']","['0', '']","['2', '']","['1', '']","['*', '']","['0', '']","['0', '']","['0', '']","['*', '']","['*', '']","['0', '']","['0', '']","['0', '']"
3049,r582,All institutions -> Polytechnic U. Puerto Rico,All institutions,Polytechnic U. Puerto Rico,2,581,"['3', '']","['0', '']","['1', '']","['1', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']"
3049,r583,"All institutions -> SUNY, C. Plattsburgh",All institutions,"SUNY, C. Plattsburgh",2,582,"['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['1', '']","['*', '']","['0', '']","['0', '']","['0', '']"
3049,r584,All institutions -> Emerson C.,All institutions,Emerson C.,2,583,"['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['*', '']","['0', '']","['2', '']","['0', '']"
3049,r585,All institutions -> National U. of Natural Medicine,All institutions,National U. of Natural Medicine,2,584,"['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r586,All institutions -> Bethune-Cookman U. ,All institutions,Bethune-Cookman U. ,2,585,"['2', '']","['0', '']","['1', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r587,All institutions -> MGH Institute of Health Professions,All institutions,MGH Institute of Health Professions,2,586,"['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r588,"All institutions -> Southern U. and A&M C., Agricultural Research and Extension Center",All institutions,"Southern U. and A&M C., Agricultural Research and Extension Center",2,587,"['1', '']","['*', '']","['*', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r589,All institutions -> Saint Michael's C.,All institutions,Saint Michael's C.,2,588,"['1', '']","['0', '']","['1', '']","['*', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['*', '']","['*', '']","['*', '']","['0', '']"
3049,r590,All institutions -> Oregon Institute of Technology,All institutions,Oregon Institute of Technology,2,589,"['*', '']","['*', '']","['*', '']","['*', '']","['*', '']","['*', '']","['*', '']","['*', '']","['*', '']","['*', '']","['*', '']","['*', '']","['0', '']"
3049,r591,"All institutions -> CUNY, Graduate School of Public Health and Health Policy<sup>c</sup>",All institutions,"CUNY, Graduate School of Public Health and Health Policy<sup>c</sup>",2,590,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
